title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Lagoon;6.5;;12;8;Super Nintendo
Live A Live;15.5;30;28;20.5;Super Nintendo
Looney Tunes B-Ball;0.25;;7.5;4;Super Nintendo
Magic Knight Rayearth (SNES);3;7;;5;Super Nintendo
Magical Pop'n;3.5;;;3.5;Super Nintendo
Mario is Missing!;2;;7;3;Super Nintendo
Mario Paint;10.5;10;25;12;Super Nintendo
Mario's Super Picross;;;45.5;45.5;Super Nintendo
Mario's Time Machine;2.5;;;2.5;Super Nintendo
Marvel Super Heroes: War of the Gems;5;;;5;Super Nintendo
Mega Man & Bass;6;;11.5;6.5;Super Nintendo
Metal Warriors;3.5;;8;4.5;Super Nintendo
Micro Machines;2;8.5;9.5;8;Super Nintendo
Mighty Morphin Power Rangers: The Movie (SNES);1;;;1;Super Nintendo
Monstania;3.5;;4;4;Super Nintendo
Mortal Kombat (Original);1;12;3;2.5;Super Nintendo
NBA Jam (1993);22;16.5;17.5;18;Super Nintendo
NBA Jam Tournament Edition;8;10;12;10;Super Nintendo
Pac-Man 2: The New Adventures;2.5;;;2.5;Super Nintendo
Paladin's Quest;27;;;27;Super Nintendo
Parodius;1;;;1;Super Nintendo
Phalanx;1.5;;;1.5;Super Nintendo
Pit-Fighter;0.4;;0.48333333333333334;0.45;Super Nintendo
Plok;3.5;;4;4;Super Nintendo
Pocky & Rocky;1.5;1.5;2.5;1.5;Super Nintendo
Pocky & Rocky 2;1.5;2;1;1.5;Super Nintendo
Pop'n TwinBee;1;;2;1;Super Nintendo
Power Instinct;0.25;;4.5;2.5;Super Nintendo
Puzzle Bobble;6.5;;14.5;7.5;Super Nintendo
R-Type III: The Third Lightning;1;1.5;;1.5;Super Nintendo
Revolution X;2;;3;2.5;Super Nintendo
Rise of the Robots;0.9166666666666666;;5.5;3.5;Super Nintendo
Road Runner's Death Valley Rally;1;;;1;Super Nintendo
Robotrek;;;;;Super Nintendo
Run Saber;0.7666666666666667;;;0.7666666666666667;Super Nintendo
Shaq Fu;0.4666666666666667;;3;0.6833333333333333;Super Nintendo
SimAnt: The Electronic Ant Colony;;;;;Super Nintendo
SimCity;10.5;12.5;20;12;Super Nintendo
Skyblazer;3;2.5;3;3;Super Nintendo
Space Megaforce;2;;;2;Super Nintendo
Sparkster (SNES);1.5;1.5;;1.5;Super Nintendo
Street Fighter Alpha 2;0.6166666666666667;3;1.5;0.9666666666666667;Super Nintendo
Street Fighter II: Champion Edition;1;17;13.5;4.5;Super Nintendo
Strike Gunner S.T.G. / Super Strike Gunner;;;1;1;Super Nintendo
Stunt Race FX;;;;;Super Nintendo
Super Adventure Island;0.8;;;0.8;Super Nintendo
Super Back to the Future II;4;;6;5;Super Nintendo
Super Bomberman;2;7.5;;3;Super Nintendo
Super Bomberman 2;2.5;;4.5;3;Super Nintendo
Super Bomberman 3;3.5;;;3.5;Super Nintendo
Super Bomberman 4;;;;;Super Nintendo
Super Bomberman 5;;;;;Super Nintendo
Super Bonk;2;;;2;Super Nintendo
Super Double Dragon;2;2;3;2;Super Nintendo
Super Ghouls 'n Ghosts;5.5;6;6.5;6;Super Nintendo
Super Ninja Boy;;;3;3;Super Nintendo
Super Punch-Out!!;5;3;20;5.5;Super Nintendo
Super Street Fighter II: The New Challengers;1.5;13;13;5.5;Super Nintendo
Super Tennis;4;12.5;;6.5;Super Nintendo
Super Turrican;1;2.5;;1.5;Super Nintendo
Super Turrican 2;1.5;;;1.5;Super Nintendo
Tecmo Super Bowl;100;;240;;Super Nintendo
Teenage Mutant Ninja Turtles: Tournament Fighters;0.6;;5.5;1;Super Nintendo
Tetris Attack;5;13.5;;8;Super Nintendo
The Death and Return of Superman;2;;;2;Super Nintendo
The Great Circus Mystery Starring Mickey & Minnie;1;;2;1;Super Nintendo
The Great Waldo Search;0.25;0.1;0.25;0.25;Super Nintendo
The Jungle Book;3;;;3;Super Nintendo
The Legend of the Mystical Ninja;4;;3.5;4;Super Nintendo
The Lost Vikings;9.5;8;20;12;Super Nintendo
The Lost Vikings 2;;;6.5;6.5;Super Nintendo
Timon & Pumbaa's Jungle Games;0.36666666666666664;;;0.36666666666666664;Super Nintendo
Top Gear 2;;10;;10;Super Nintendo
Top Gear 3000;3.5;;;3.5;Super Nintendo
Torneko no Daibouken: Fushigi no Dungeon;16;;;16;Super Nintendo
Treasure Hunter G;24.5;19;40;22.5;Super Nintendo
Treasure of the Rudras;31.5;;48;38.5;Super Nintendo
Uniracers;1.5;;2;2;Super Nintendo
Venom/Spider-Man: Separation Anxiety;6.5;;10;9;Super Nintendo
Virtual Bart;2;;;2;Super Nintendo
Wario's Woods;;;11;11;Super Nintendo
Wonder Project J;18;;;18;Super Nintendo
World Heroes 2;1;;;1;Super Nintendo
WWF Raw;1.5;;;1.5;Super Nintendo
WWF Royal Rumble;0.25;1;3.5;2;Super Nintendo
Yoshi's Safari;2.5;;;2.5;Super Nintendo
Ys III: Wanderers from Ys;12.5;8;6;10.5;Super Nintendo
Violinist of Hameln;4;;3;4;Super Nintendo
Lamborghini American Challenge;;;;;Super Nintendo
Vegas Stakes;;;;;Super Nintendo
Super Bonk 2;3;;;3;Super Nintendo
Rendering Ranger: R2;2;;;2;Super Nintendo
NBA Live 95;;;;;Super Nintendo
Super Buster Bros.;1.5;;3.5;2;Super Nintendo
Lucky Luke;;;;;Super Nintendo
Fantastic Parodius - Pursue the Glory of the Past;0.7;0.75;;0.7166666666666667;Super Nintendo
Jikkyo Oshaberi Parodius;0.8833333333333333;;;0.8833333333333333;Super Nintendo
Mario & Wario;4;;;4;Super Nintendo
NHL 96;60;;;;Super Nintendo
Indiana Jones' Greatest Adventures;;;;;Super Nintendo
Taz-Mania (SNES);1.5;;;1.5;Super Nintendo
Super Godzilla;2.5;;;2.5;Super Nintendo
Super SWIV;0.7333333333333333;;;0.7333333333333333;Super Nintendo
Power Piggs of the Dark Age;3;;;3;Super Nintendo
Ranma 1/2: Hard Battle;0.48333333333333334;;;0.48333333333333334;Super Nintendo
Wheel of Fortune (1992);;;;;Super Nintendo
BS Zelda no Densetsu;;;;;Super Nintendo
Super Widget;;;;;Super Nintendo
Jelly Boy;;;;;Super Nintendo
Dragon Ball Z: Super Butouden;;;1.5;1.5;Super Nintendo
Batman Returns;2;;;2;Super Nintendo
Cool Spot;3;2.5;2.5;3;Super Nintendo
Mega Man Soccer;;2.5;4.5;3.5;Super Nintendo
Street Fighter II Turbo: Hyper Fighting;1.5;2;13;3;Super Nintendo
Super Scope 6;;;;;Super Nintendo
The Firemen;1.5;2;;2;Super Nintendo
Xardion;;;;;Super Nintendo
Super Tetris 3;7;;;7;Super Nintendo
ActRaiser 2;3.5;;;3.5;Super Nintendo
Aero Fighters;0.9;1;1;0.9833333333333333;Super Nintendo
Alcahest;5;;;5;Super Nintendo
Alfred Chicken;;;2;2;Super Nintendo
Axelay;1;;1.5;1.5;Super Nintendo
Ballz 3D;30;0.6666666666666666;4;8;Super Nintendo
C2: Judgement Clay;0.7833333333333333;2;;0.9833333333333333;Super Nintendo
Captain Commando;2.5;2;0.75;2;Super Nintendo
ClayFighter: Tournament Edition;0.9333333333333333;2;;1.5;Super Nintendo
Claymates;;;;;Super Nintendo
Der Langrisser;33;42;;36.5;Super Nintendo
DinoCity;0.75;;;0.75;Super Nintendo
Donald in Maui Mallard;4.5;;;4.5;Super Nintendo
Dragon Ball Z: Hyper Dimension;0.7333333333333333;;;0.7333333333333333;Super Nintendo
Drakkhen;5.5;;;5.5;Super Nintendo
Fatal Fury Special;1;1;1.5;1.5;Super Nintendo
Joe & Mac;2;;0.95;1;Super Nintendo
Joe & Mac 2: Lost in the Tropics;1;;1;1;Super Nintendo
Magic Sword;1;1;;1;Super Nintendo
Mystic Ark;32.5;33;;33;Super Nintendo
NHL 95;;;;;Super Nintendo
Ninja Warriors;1.5;;1;1.5;Super Nintendo
Pinocchio;0.55;;2.5;1.5;Super Nintendo
Pitfall: The Mayan Adventure;4;;5.5;5;Super Nintendo
Prehistorik Man;;;;;Super Nintendo
Primal Rage;0.8333333333333334;1;1.5;0.9666666666666667;Super Nintendo
Radical Dreamers: Nusumenai Houseki;4.5;;;4.5;Super Nintendo
Rival Turf!;2;;1.5;1.5;Super Nintendo
Rocky Rodent;1.5;;5.5;3.5;Super Nintendo
Samurai Shodown;0.85;2;1.5;0.9666666666666667;Super Nintendo
Saturday Night Slam Masters;1;;9;2;Super Nintendo
Super Smash TV;2.5;;2;2;Super Nintendo
The 7th Saga;31.5;;60;35;Super Nintendo
The Addams Family;2.5;;3.5;3;Super Nintendo
The Flintstones: The Treasure of Sierra Madrock;1.5;;;1.5;Super Nintendo
The King of Dragons;1.5;;2;1.5;Super Nintendo
The Twisted Tales of Spike McFang;5.5;6;5.5;5.5;Super Nintendo
True Lies;2.5;;8;3.5;Super Nintendo
Tuff E Nuff;;;1.5;1.5;Super Nintendo
U.N. Squadron;2;;2;2;Super Nintendo
Wild Guns;0.85;;0.75;0.8333333333333334;Super Nintendo
Wolfchild;0.75;;;0.75;Super Nintendo
World Heroes;0.7333333333333333;;2;0.9166666666666666;Super Nintendo
WWF WrestleMania: The Arcade Game;;;15;15;Super Nintendo
X-Kaliber 2097;4;;;4;Super Nintendo
Yoshi's Cookie;2.5;;7;3.5;Super Nintendo
The Smurfs (1994);1.5;;2;2;Super Nintendo
3 Ninjas Kick Back;2;2.5;;2;Super Nintendo
NHL '94;50;;;;Super Nintendo
Porky Pig's Haunted Holiday;;;;;Super Nintendo
Tetris & Dr. Mario;;;;;Super Nintendo
Clue (1992);0.25;;;0.25;Super Nintendo
Spanky's Quest;1.5;;;1.5;Super Nintendo
Tenchi Muyo! Game Hen;7;;;7;Super Nintendo
Radiation's Halloween Hack: Bad Fur Day Edition;;4.5;;4.5;Super Nintendo
Castlevania: Rondo of Blood;2.5;10;13;4.5;Turbografx-16
Ninja Spirit;0.6;;;0.6;Turbografx-16
Keith Courage in Alpha Zones;;;;;Turbografx-16
Alien Crush;2;;;2;Turbografx-16
Blazing Lazers;1;;;1;Turbografx-16
Bomberman '93;;;;;Turbografx-16
Bonk's Adventure;1.5;;3;2;Turbografx-16
Bonk's Revenge;2.5;;;2.5;Turbografx-16
Galaga '88;1.5;;;1.5;Turbografx-16
Gate of Thunder;0.8;;;0.8;Turbografx-16
Mega Bomberman;2;4;1.5;2;Turbografx-16
Parodius;1;;;1;Turbografx-16
Soldier Blade;1;;;1;Turbografx-16
Splatterhouse;1;;;1;Turbografx-16
Wonder Boy III: The Dragon's Trap;7.5;4.5;6.5;7;Turbografx-16
Bonk 3: Bonk's Big Adventure;1.5;;;1.5;Turbografx-16
Gradius;1.5;;;1.5;Turbografx-16
Ys: Book I & II;13.5;16.5;;14.5;Turbografx-CD
Castlevania: Rondo of Blood;2.5;10;13;4.5;Turbografx-CD
Dragon Slayer: The Legend of Heroes;15.5;;;15.5;Turbografx-CD
Street Fighter;0.65;3.5;1;1.5;Turbografx-CD
Ys III: Wanderers from Ys;12.5;8;6;10.5;Turbografx-CD
Ys IV: The Dawn of Ys;10;12;14;12;Turbografx-CD
Sylphia;0.95;;;0.95;Turbografx-CD
Mario Clash;7.5;;;7.5;Virtual Boy
Mario's Tennis;1.5;;;1.5;Virtual Boy
Teleroboxer;0.48333333333333334;;;0.48333333333333334;Virtual Boy
Virtual Boy Wario Land;2;1.5;;2;Virtual Boy
World of Goo;6;8;12.5;7;Wii
Cave Story+;6;8;9;7;Wii
Resident Evil 4;16.5;20.5;26.5;18.5;Wii
Back to the Future: The Game;14;;;;Wii
Bit.Trip Runner;8;13.5;24;10;Wii
Tomb Raider: Anniversary;13;15;19;14.5;Wii
Bully: Scholarship Edition;13.5;18.5;26.5;18;Wii
And Yet It Moves;3;4;5;3;Wii
Tomb Raider: Underworld;10;12;18;10.5;Wii
Star Wars: The Force Unleashed II;5;7;11;5.5;Wii
Call of Duty: Black Ops;7;13;14.5;8;Wii
Metal Slug 3;1.5;4;2.5;2;Wii
Lego The Lord of the Rings: The Video Game;10;14.5;31.5;16.5;Wii
Rayman Origins;10.5;14;21;13;Wii
Prince of Persia: The Two Thrones;10;11;12.5;10.5;Wii
The Legend of Zelda: Skyward Sword;38;46.5;59.5;46;Wii
Call of Duty 4: Modern Warfare;7;9.5;16;7.5;Wii
Chrono Trigger;23.5;26;46;27;Wii
Final Fantasy VI (Final Fantasy III NA);34;41;66.5;42;Wii
Broken Sword: The Shadow of the Templars - Director's Cut;10;10;11;10;Wii
Call of Duty: World at War;8;11.5;24;9.5;Wii
The Legend of Zelda: Twilight Princess;37;47;55.5;45;Wii
Xenoblade Chronicles;67.5;101.5;171;92;Wii
Ghostbusters: The Video Game;8;10;27;9.5;Wii
Prince of Persia: The Forgotten Sands;8;9.5;11;8.5;Wii
Swords and Soldiers HD;5;8;12;5.5;Wii
The Legend of Zelda: A Link to the Past;16;18;19;17.5;Wii
Call of Duty: Modern Warfare 3;6;8.5;28;7;Wii
Lego Batman 2: DC Super Heroes;9;15;25.5;14;Wii
Lego Harry Potter: Years 1-4;13;18;26.5;19;Wii
Super Mario Galaxy;15;27.5;45.5;23.5;Wii
Super Mario World;6;7.5;10.5;7.5;Wii
Bit.Trip Beat;3.5;5;8.5;4;Wii
The Legend of Zelda: Ocarina of Time;27;30.5;39;30.5;Wii
Lego Star Wars: The Complete Saga;14;23;42.5;22.5;Wii
Super Mario 3D World;10.5;18.5;37.5;16;Wii
Okami;37;44;56;43.5;Wii
Sam & Max 103: The Mole, the Mob, and the Meatball;1.5;2;2;2;Wii
Lego Harry Potter: Years 5-7;10.5;18;24.5;20.5;Wii
Super Mario Sunshine;18;22;32.5;20.5;Wii
The Legend of Zelda;9;10.5;13.5;10;Wii
Donkey Kong Country;3.5;5;6.5;4.5;Wii
Super Mario Galaxy 2;13.5;21.5;35;21.5;Wii
Super Mario RPG: Legend of the Seven Stars;16.5;18.5;23;18;Wii
Super Metroid;7.5;8;9;8;Wii
Metal Slug X;1;2.5;2;1;Wii
Metroid Prime 2: Echoes;18;20.5;22;20;Wii
Lego Star Wars III: The Clone Wars;9.5;16.5;31.5;17.5;Wii
Metroid Prime;13;16.5;19.5;15.5;Wii
New Super Mario Bros. Wii;8.5;11;19;11.5;Wii
Lego Batman: The Videogame;9;16;29.5;16;Wii
Metal Slug;1;2;2;1.5;Wii
Super Mario 64;14;19.5;26;18.5;Wii
Final Fantasy IV: The After Years;33.5;43.5;58.5;42;Wii
Metroid Prime 3: Corruption;14;17;19;16;Wii
Paper Mario: The Thousand-Year Door;30;39.5;78.5;37;Wii
Super Mario Bros.;1.5;2;2.5;2;Wii
Super Mario Bros. 3;5;6;6;5;Wii
Zelda II: The Adventure of Link;10.5;12;12.5;12;Wii
Final Fantasy;17.5;24;35.5;21.5;Wii
Sonic the Hedgehog 4: Episode 1;2.5;4;6;3.5;Wii
Star Wars: The Force Unleashed;8;11;16.5;9.5;Wii
Super Paper Mario;18;24.5;51;21;Wii
The Legend of Zelda: Majora's Mask;19.5;26;28;24.5;Wii
The Legend of Zelda: The Wind Waker;29;34.5;65.5;33.5;Wii
Bit.Trip Core;1;5.5;13;3.5;Wii
Tales of Symphonia;50.5;66;216;65.5;Wii
Donkey Kong Country Returns;12.5;19.5;35.5;15;Wii
Final Fantasy IV (Final Fantasy II NA);24;28;39.5;28.5;Wii
Paper Mario;23.5;29;33.5;26;Wii
Pikmin;8.5;9;9;9;Wii
Castlevania II: Simon's Quest;5;4;5.5;5.5;Wii
Donkey Kong Country 2: Diddy's Kong Quest;5.5;7.5;10;7;Wii
Luigi's Mansion;6.5;6.5;8;7;Wii
Super Mario Bros. 2;2.5;2.5;3.5;2.5;Wii
Super Smash Bros. Brawl;10.5;60.5;165;37.5;Wii
The Last Story;21.5;25.5;39;24.5;Wii
Donkey Kong Country 3: Dixie Kong's Double Trouble!;5;8.5;9.5;7.5;Wii
Fire Emblem: Radiant Dawn;41;53.5;60;46.5;Wii
Mario Party 2;6.5;;22;9;Wii
Silent Hill: Shattered Memories;7;7;8.5;7;Wii
Bit.Trip Fate;1.5;3;5.5;2.5;Wii
Bit.Trip Void;1;4;7;2.5;Wii
Kirby's Epic Yarn;6;10;17;8.5;Wii
Mega Man 2;2.5;2.5;3.5;3;Wii
Metroid: Other M;9.5;10.5;13;10.5;Wii
Need for Speed: The Run;4;6;11;4.5;Wii
Resident Evil Zero;12;12.5;12.5;12;Wii
Secret Of Mana;22;33;39;27.5;Wii
Sonic Colors;5;8;14.5;6;Wii
Sonic the Hedgehog 2 (16-bit);2.5;3;3;2.5;Wii
Super Smash Bros.;4;14.5;17.5;8.5;Wii
Anno 1404;17.5;37.5;85;34;Wii
Mario Kart Wii;5;11;17;10.5;Wii
Mario Kart: Double Dash!!;7;11.5;17.5;12;Wii
Phoenix Wright: Ace Attorney: Trials and Tribulations;19.5;18.5;23;21;Wii
Resident Evil: The Darkside Chronicles;9.5;15;17;11.5;Wii
Super Castlevania IV;4;;5.5;4;Wii
Tales of Symphonia: Dawn of the New World;32.5;43.5;94;39;Wii
Castlevania III: Dracula's Curse;3;4.5;35;4.5;Wii
Dead Rising;10.5;21.5;34;17;Wii
Donkey Kong Jungle Beat;5;7.5;9.5;6.5;Wii
Gunstar Heroes;2;1.5;2.5;2;Wii
Kirby Super Star;3.5;5.5;8;5;Wii
Kirby's Return to Dream Land;6;9;9.5;7;Wii
Lego Indiana Jones 2: The Adventure Continues;12.5;19.5;28;20;Wii
Mario Kart 64;5.5;12;17.5;8;Wii
Mega Man 5;3;2.5;3.5;3;Wii
Need for Speed: Carbon;13;13.5;18.5;13.5;Wii
Secret Files: Tunguska;9;8;12;9.5;Wii
The Legend of Zelda: Four Swords Adventures;15;17;15.5;15;Wii
Castlevania;3;4.5;7.5;3.5;Wii
Guitar Hero III: Legends of Rock;8;22;16;12.5;Wii
Lego Indiana Jones: The Original Adventures;10;15;24;14;Wii
Mega Man X;3.5;4;4;4;Wii
Metroid;8;9.5;11;9.5;Wii
Monster Hunter 3 Ultimate;76;160;665;152;Wii
New Super Mario Bros.;7;10.5;16;10;Wii
Pandora's Tower;19;25;27;21.5;Wii
Phoenix Wright: Ace Attorney;15.5;21;22;18.5;Wii
Punch-Out!! (2009);5;13;18.5;7;Wii
Resident Evil: The Umbrella Chronicles;7;15;23;10.5;Wii
Star Fox 64;2;3.5;8;3;Wii
Call of Duty 3;8.5;10;11.5;8.5;Wii
Crash: Mind over Mutant;5.5;;5.5;5.5;Wii
Kirby's Adventure;3.5;4.5;7;4;Wii
Lego Pirates of the Caribbean: The Video Game (Console/PC);9;16;25;16.5;Wii
Mega Man;3;3;3.5;3;Wii
Mega Man 3;3.5;4;5.5;4;Wii
Mega Man 4;3;3;3;3;Wii
Metal Gear Solid: The Twin Snakes;10;10.5;14.5;10;Wii
Metroid Prime: Trilogy;45.5;47;55;47.5;Wii
NyxQuest: Kindred Spirits;3;4;6;4;Wii
Sonic & Sega All-Stars Racing;6.5;15;21;11;Wii
Strong Bad's Cool Game for Attractive People - Episode 1: Homestar Ruiner;2.5;3.5;3.5;3;Wii
Super Mario World 2: Yoshi's Island;7.5;11;15;9.5;Wii
Super Smash Bros. Melee;9;52;128.5;46;Wii
The Grim Adventures of Billy & Mandy;0.6666666666666666;;20;10.5;Wii
Bit.Trip Flux;1.5;;7.5;2;Wii
Final Fantasy Mystic Quest;14;15.5;15.5;15;Wii
Guitar Hero World Tour;8;21;22;13;Wii
Guitar Hero: Metallica;4.5;29;33.5;15.5;Wii
Kirby 64: The Crystal Shards;4;4.5;6;4.5;Wii
Kirby's Dream Land 2;2.5;3.5;4.5;3;Wii
Kirby's Dream Land 3;3.5;4;6.5;4;Wii
MadWorld;5.5;6;10;5.5;Wii
Mega Man X2;5.5;6;6;6;Wii
Mother 3;25;30.5;29.5;26;Wii
Phoenix Wright: Ace Attorney: Justice for All;16.5;19;19.5;18;Wii
Pikmin 2;12.5;24;27;18;Wii
Pokémon Snap;5;5.5;5.5;5;Wii
Resident Evil (2002);11;11.5;18.5;12;Wii
Star Wars: The Clone Wars - Republic Heroes;6;7.5;;6;Wii
The Beatles: Rock Band;3;6;6;4.5;Wii
Batman: The Brave and the Bold;5;5;;5;Wii
Fatal Frame II: Crimson Butterfly;10;11;22;10;Wii
Final Fantasy Crystal Chronicles: The Crystal Bearers;12;17.5;29.5;13.5;Wii
Little King's Story;24.5;36;27.5;29.5;Wii
Manhunt 2;9;13;16;10;Wii
No More Heroes;10.5;14.5;25.5;14.5;Wii
No More Heroes 2: Desperate Struggle;9;11.5;18;10.5;Wii
Strong Bad's Cool Game for Attractive People - Episode 2: Strong Badia the Free;3.5;3.5;;3.5;Wii
Strong Bad's Cool Game for Attractive People - Episode 3: Baddest of the Bands;2.5;3.5;6;3;Wii
Strong Bad's Cool Game for Attractive People - Episode 4: Dangeresque 3: The Criminal Projective;2;3;;2.5;Wii
Strong Bad's Cool Game for Attractive People - Episode 5: 8-Bit Is Enough;2.5;3;;2.5;Wii
Super Mario Bros.: The Lost Levels;3;3;7.5;3.5;Wii
Endless Ocean;;11;;11;Wii
Dead Space: Extraction;6;6;11.5;6;Wii
Dragon Ball Z: Budokai Tenkaichi 3;12;23;25.5;19;Wii
Final Fantasy Crystal Chronicles: Echoes of Time;16;22;27;17.5;Wii
Final Fantasy Fables: Chocobo's Dungeon;21.5;30.5;38.5;26.5;Wii
Fragile Dreams: Farewell Ruins of the Moon;12;14.5;14.5;14;Wii
Guitar Hero: Aerosmith;5;22;68;8.5;Wii
Guitar Hero: Van Halen;4;14.5;;6;Wii
Kirby's Dream Land;0.7833333333333333;1;1.5;0.8833333333333333;Wii
Lost in Shadow / A Shadow's Tale;13.5;13;18.5;15;Wii
Mario Party 8;4;13.5;7.5;5.5;Wii
Mario Power Tennis;2.5;14.5;17;10;Wii
Metal Slug 2;1;2;2;1.5;Wii
Muramasa: The Demon Blade;11.5;27;32.5;22;Wii
Rayman Raving Rabbids;6;8;7.5;6.5;Wii
Sonic and the Black Knight;3;8.5;;4;Wii
Sonic Unleashed;13;12.5;;12.5;Wii
The House of the Dead: Overkill;4;5;6;4.5;Wii
Trauma Center: Second Opinion;9.5;10;16;10;Wii
WarioWare: Smooth Moves;2.5;4;8;3.5;Wii
Yoshi's Story;3;13;11;3.5;Wii
Disaster: Day of Crisis;9.5;10;16.5;10.5;Wii
DJ Hero;7;10;17;8;Wii
Epic Mickey;13;15;;14.5;Wii
Excitebots: Trick Racing;2;;79.5;15;Wii
GoldenEye 007 (2010);8;7;;8;Wii
Guitar Hero Smash Hits;5;7.5;;5.5;Wii
Mario & Sonic at the Olympic Games;;9;10;9.5;Wii
Mario Tennis;10.5;;12;10.5;Wii
Mortal Kombat: Armageddon;8;16;20;10;Wii
Phantasy Star IV: The End of the Millennium;23.5;25.5;28.5;26.5;Wii
Rhythm Heaven Fever;9.5;20;67;22;Wii
Secret Files 2: Puritas Cordis;9.5;;10;9.5;Wii
Sin & Punishment: Star Successor;6;7.5;;6;Wii
Sin and Punishment;2;2;3;2;Wii
Spider-Man: Shattered Dimensions (Console/PC);10.5;13.5;18;11.5;Wii
Super Mario All-stars: Limited Edition;6;;;;Wii
The Conduit;6.5;10;21.5;10;Wii
Wario Land: Shake It!;6;14;21;8.5;Wii
Wave Race 64;9;9;20.5;12.5;Wii
Wii Sports;2.5;20.5;13.5;7;Wii
Ys: Book I & II;13.5;16.5;;14.5;Wii
Rodea the Sky Soldier;8.5;;;8.5;Wii
A Boy and His Blob;9;8.5;14.5;10.5;Wii
Alone in the Dark (2008);8.5;12;13.5;11;Wii
Baroque;15;;;15;Wii
Battalion Wars 2;10;;;10;Wii
Calling;10;13;9;11;Wii
Castlevania: Rondo of Blood;2.5;10;13;4.5;Wii
Cursed Mountain;9.5;9.5;8;9.5;Wii
DJ Hero 2;7;9;;7.5;Wii
Dragon Ball Z: Budokai Tenkaichi 2;10.5;15;26;15;Wii
Elebits;8.5;;;8.5;Wii
Epic Mickey 2: The Power of Two;10;13;;10.5;Wii
F-Zero X;5.5;8;13.5;8;Wii
Fatal Frame IV: Mask of the Lunar Eclipse;12;15;15.5;14;Wii
FlingSmash;4;;;4;Wii
Fortune Street;7;20;73;22.5;Wii
GoldenEye 007: Reloaded;6;10;16;7;Wii
Guitar Hero 5;6;29.5;22;10.5;Wii
Harvest Moon: Animal Parade;17.5;;;17.5;Wii
Ivy the Kiwi?;5.5;;;5.5;Wii
Kirby's Dream Collection;16;;;;Wii
Klonoa: Door to Phantomile;4;5;4.5;4;Wii
Link's Crossbow Training;1;2.5;4;2;Wii
Mario Strikers Charged (Football);10.5;14;;12.5;Wii
Mega Man 10;1.5;2;2;2;Wii
Mega Man 9;3.5;3.5;4;3.5;Wii
Monster World IV;14;9.5;6;9.5;Wii
MySims;7;9;;7.5;Wii
Naruto: Clash of Ninja Revolution 2;1.5;;;1.5;Wii
Need for Speed: Nitro;6;;8;7;Wii
New Adventure Island;4;;3.5;3.5;Wii
OneChanbara: Bikini Zombie Slayers;6.5;8;;7;Wii
Phantasy Star;18;17.5;26;21.5;Wii
Phantom Brave: We Meet Again;54;;;54;Wii
Sam & Max Save the World;17.5;;;;Wii
Sega Superstars Tennis;7.5;9;;8;Wii
Sonic Riders: Zero Gravity;3;4.5;9.5;5.5;Wii
Street Fighter II;2;21;10.5;3.5;Wii
The House of the Dead 2;1;2.5;2;2;Wii
The House of the Dead 2 & 3 Return;2.5;;15.5;6;Wii
The Simpsons Game (Console/PSP);7.5;12.5;18.5;9.5;Wii
Wii Fit;4;;;;Wii
Wii Music;5;;;5;Wii
Zack & Wiki: Quest for Barbaros' Treasure;15.5;16;16.5;16;Wii
ActRaiser;4;5;5;4.5;Wii
Avatar: The Last Airbender - The Burning Earth;6;;4;5.5;Wii
Band Hero;5.5;6.5;23;7;Wii
Beyond Oasis;6;6;10.5;6.5;Wii
Cave Story;7.5;8;9.5;8;Wii
Conduit 2;6.5;9;35;8.5;Wii
Crash of the Titans;7.5;;9;8;Wii
Deadly Creatures;6.5;7.5;18.5;7.5;Wii
Donkey Kong;0.4666666666666667;1;3.5;0.6333333333333333;Wii
Donkey Kong Barrel Blast;;;;;Wii
Final Fantasy Crystal Chronicles: My Life as a King;19.5;49;;24.5;Wii
Guilty Gear XX Accent Core;2;;;2;Wii
Harry Potter and the Deathly Hallows - Part 2;5;5;;5;Wii
Harry Potter and the Order of the Phoenix;10;12.5;15;11.5;Wii
Kid Icarus;3.5;3.5;3.5;3.5;Wii
Klonoa;5;5.5;7;5.5;Wii
Mario Super Sluggers;;4;4;4;Wii
Metal Slug 6;1.5;;;1.5;Wii
Mike Tyson's Punch-Out!!;2.5;3;2.5;2.5;Wii
Naruto: Clash of Ninja Revolution;1.5;10;14;9;Wii
Ninja Gaiden (1989);3;2;3;3;Wii
Overlord: Dark Legend;7.5;8.5;9.5;8.5;Wii
Pokémon Battle Revolution;13.5;25;65.5;18.5;Wii
Red Steel;8.5;;;8.5;Wii
Red Steel 2;8;9.5;13;9.5;Wii
Rock Band;7.5;29.5;26.5;14.5;Wii
Rock Band 2;9;59.5;68;34.5;Wii
Rock Band 3;9.5;26;102;25;Wii
Samba de Amigo;;;;;Wii
Skylanders: Spyro's Adventure;9.5;16;17;13;Wii
Sonic and the Secret Rings;9;9.5;18.5;9.5;Wii
Tatsunoko vs. Capcom: Ultimate All-Stars;2.5;10.5;;5;Wii
The Monkey King: The Legend Begins;0.9333333333333333;;;0.9333333333333333;Wii
Trauma Team;25.5;20;26;25;Wii
Wii Fit Plus;5;;;;Wii
WWE '13;5.5;13;11;10.5;Wii
You Don't Know Jack (2011);0.9333333333333333;7.5;34;4.5;Wii
Rampage: Total Destruction;;;;;Wii
