x,sentiment
The 'British Bill of Rights' will not protect our #humanrights | #HumanRightsDay #WorkersRights #Brexit https://t.co/2wshy4mhrM,
Did #Brexit reflect EU's failure to build a concrete and lasting European identity? https://t.co/IZqJjO0ioa,
"@zeth0 The point of the case is now whether parliament is sovereign, or whether PM can do what it likes. #BrExit not the issue here.",
"Guardian: ""The simplest explanation for Labour‰Ûªs dismal showing is that it has no coherent position on #Brexit"" https://t.co/485iL8ELPD",
Remind me again when are we exiting the EU? #TriggerArticle50NOW #brexit,
Even @Beyonce loves this https://t.co/rM0ybx5SUd #brexit https://t.co/qSLG1vSw4E,
Completely ignoring Article 112 of EEA Agreement for safeguard measures &amp; FOM for *workers* with valid job proposal‰Û_ https://t.co/uB12vNVRmJ,
Do you agree/ disagree with this? Let me know! #Brexit: The #business view from Brussels  https://t.co/5SvCHUWJmZ https://t.co/hjvB3zMCg2,
@RGGumm @FraserNelson rightly expose cluelessness @DavidDavisMP  - #brexit fantasies should have been heeded during #Euref @London4Europe,
@RachelSJohnson @gregdykeyork  yes #52/48 still entitles us to fight #brexit &amp; also that was based on #porkypies of extra moneys to #nhs !!,
What opportunities does #Brexit present for UK regulation and industry? Blog on our event with Sharon White @Ofcom‰Û_ https://t.co/InNHYghFYv,
"Would only add: 'the best deal possible"" to the list. But this is still brilliant. #brexit https://t.co/M2GneGUZ1x",
It's a christmas miracle! #Brexit https://t.co/HvpVkwSgHW,
@scaramangabond Agreed - but things are going to get very much worse with #brexit @NeilHarding,
"But, he can impose 7-Day NHS w/o resources that will make it worse causing Jr doctors repeated strikes. No health c‰Û_ https://t.co/M1AyQY0BrO",
@Margybargy I'd like to think so. My initial support for @jeremycorbyn diminished with #Brexit @PeterMcC66 @UKLabour @johnmcdonnellMP,
"Yes and @iancollinsuk is ok in small doses, but the whole station seems to have an agenda anti Trump, #Brexit, Mona‰Û_ https://t.co/RduiacD9a7",
The woman who brought the Brexit case before the High Court has received death threats https://t.co/c1yVR06OwO #brexit #law #UK,
#Brexit: Irish High Court action to clarify #Article50 https://t.co/hZIr1wdCIG via @IrishTimes #Law #LibDems #Ireland #Dublin,
@GrahamTonks1 @VAylingukip1 its probably anti #BREXIT that's why they wheeled her off,
All the more reason to #brexit https://t.co/E5EabgTggL,
It‰Ûªs important to note when we‰Ûªre looking at the economy that #Brexit hasn‰Ûªt happened yet. &gt;&gt; https://t.co/mJ9K5bvcF1 &lt; Weekend #economics,
"""What does #Brexit mean for me?"" - do you find yourself asking this question? Then click here:‰Û_ https://t.co/3NxngFn0ud",
"’Ê_’_¢ #BREXIT 
A 2nd legal bid could soon be launched to derail Brexit, this time in the #Irish courts https://t.co/vRlYEhMlhF
#KRTpro #News",
POLITICO 28: the ranking https://t.co/CIbTJMLnzt #Politics #World #Brexit #HumanRightsDay #Khan #Kaczynski #EU,
"This!
CIA &amp; MI6: #Russia's involvement in #US election raises fears for European elections https://t.co/6XxOBUchVo
#Trump #Putin #Brexit",
#Brexit: No sign of major export boost from sterling depreciation https://t.co/hnRrrFKpKn,
"https://t.co/J75R2GE1sY Whether it‰Ûªs #brexit or Trump, populists are such sore winners | Nesrine Malik | Opinion | The Guardian",
@diponte Oh please..why would I read them when I can think 4 myself &amp; work in Eurozone? #brexit,
@diponte Not a democratic club that I would want any part of. Needs rebuilding to different model 2 work.#brexit,
"There was a time when Corbyn would have been protesting with @PeterTatchell. Not any more, he's waving through #Brexit &amp; #snooperscharter.",
@diponte @guardian EU growth has been zero since crash. å£ will recover post #brexit.',
A View on #Brexit from Abroad https://t.co/6ftIOaB0qv by Henry Freeman,
All the City types think no farther than a couple of months!  @NeilOllazo. But the analysts vote #Brexit also hedgefund managers!,
@UKLabour Historically - so do many #Labour MPs - More concerned about spreading of RW Racist/Nationalist/ #Brexit philosophy @jeremycorbyn,
"EU negotiators will offer Brits an individual opt-in to remain EU citizens, chief negotiator confirms https://t.co/5oVC39RbJ5 #brexit",
VOI_SML: What it's like to be a #Muslim #woman and wear a #headscarf post- #Brexit https://t.co/b7lYuYGkyV # via HuffPostUK,
@diponte I sure hope you are right but I fear you're wrong. Forget politics it's popular dissatisfaction which counts. #brexit,
"#Brexit and arbitration seminar on 13 December, also on the panel Jackie van Haersolte-van Hof of LCIA. Book https://t.co/KX0fEXBjvc",
Huge groundswell of support today on #twitter for the politician who speaks the truth. @BorisJohnson. #borisjohnson #Brexit,
Gov has to produce a plan at least 2 months before triggering Article 50. #WhatsThePlan #brexit https://t.co/TS2t2r0Mws,
@robinmarchesi couldn't resist a few more #brexit ones tho',
Is new #Brexit slogan 'jingoistic claptrap'? https://t.co/Tq94LGiws3,
Did Russia influence #brexit vote? CIA report raising doubts over integrity of Brexit https://t.co/321iX3OSy1,
@diponte @guardian U mean the problems created by EU &amp; its failing currency? #brexit,
@diponte @FinancialTimes no they're afraid f contagion so will give UK worst deal they can as warning. Won't work #brexit,
"I would like 2 ask any #remain ppl if Britain should join euro &amp;Schengen. If not, why if it's so successful? #brexit",
Things are getting serious...the #Brexit debate at home has moved on to ketchup https://t.co/HncKOQktEq,
@diponte @FinancialTimes So why is Germany so keen 2 keep us? Big market 4 car ind which can't afford 2 lose #brexit,
@diponte So how do U account 4 rise of far right all over EU if so content? Ppl only turn 2 right when politicians fail them #brexit,
"The UK's relationship with the EU is like, ""we're not together, we're not monogamous but can we still fuck...?"" #Brexit",
"and #NewWorldOrder was going so well...until #BRexit+#TrumpPresident.
Argh Shucks!  ALL BACK TO #DEMOCRACY THEN?
https://t.co/6LqOdgq3ZI",
Learn how the #UK's Loss of #Millionaires Spells Out Consequences of #Brexit in this Great Article by @easymarkets‰Û_ https://t.co/JexmzRVyzd,
@diponte @guardian But we know all 2 well how accurate are the polls! Lol @robinmarchesi #brexit,
@diponte I was in Italy during their referendum. W/out exception euro blamed 4 crisis. Moribund currency will bring down EU. #brexit,
"@diponte Ah so u don't want euro or Schengen? Surely we should b IN or OUT of ""project""? Or is it failing anyway? #brexit",
Brexit may offer opportunity for UK to reduce cost and complexity of Solvency II https://t.co/lKzX2CFo59 ‰Û_ #solvencyII #Brexit #UK,
@diponte which ppl? I haven't encountered a single ONE! #brexit,
"@diponte That is not impression I get at all. Spend lots of time in France, Italy Spain- ppl totally disenchanted with EU.#brexit",
Why #houseprices haven‰Ûªt fallen since the #Brexit vote https://t.co/wAPpwZbuGS @TheEconomist https://t.co/jbCcgJB6ZW,
Our first podcast episode has arrived! Hear about how #brexit is impacting HE and how @udacity have made it big https://t.co/MO3rhMEZm8,
So it makes me wonder why so much worry abt contagion in these countries &amp; why all have not embraced euro/full memb‰Û_ https://t.co/brsodBAzcN,
@donasarkar UK user with SP4 still no build as @ 2016-12-10 is it because of #Brexit? ;-),
Why are Tory #brexiters so against another referendum once we know what #Brexit means? Because they know they'd lose next time round #bbcaq,
WTF is #Brexit NOT being blamed for? https://t.co/45PTQXvxNS,
"#Brexit, the Commonwealth, and exclusionary citizenship https://t.co/mUojrN5yTI https://t.co/GFrwUowQHc",
Trump Kisses the British #Brexit baby https://t.co/CRxZWHdKC3,
Irish #Brexit challenge is now crowdfunding here... https://t.co/ZVYeazLnLN #brexitshambles #brexitappeal #Brexitchallenge #Article50,
Niall Ferguson changes his mind on #brexit - https://t.co/B33sWi5Y5Z #EU,
"Six EU Cmttee #Brexit reports published next week: UK-Ireland, trade, fisheries, acquired rights, finance &amp; security https://t.co/H6quUaX7Kn",
Great if #EU allows us to keep EU citizenship. I would pay for that. Can't see why those in  favour of #Brexit ‰Û_  https://t.co/2V4jWxDf1B,
68% of people think Britain should go ahead with Brexit! https://t.co/W3mTOVLgb9 #Brexit #Farage #UK #EU #Merkel #MAGA #Trump16 #TrumpTrain,
Racist/religious abuse incidents recorded by police in England &amp; Wales jumped 41% in the month after #brexit https://t.co/tSfCWnUtWU,
Join our debate on populism next week @WorldMattersFR  #london #news #populism #EU #US #Brexit #USElection2016  : https://t.co/9P1ZZwEhHh,
"""It is surely more than a coincidence that the PM's secret meeting in New York with Rupert Murdoch was followed  ..‰Û_ https://t.co/FImvZzRXfQ",
#Brexit shall we talk about the mood in the country? @SkyNews @BBCNews @daily_politics @BBCNewsnight @AndrewMarr9‰Û_ https://t.co/KamDmV4waJ,
I've supported @jeremycorbyn 's anti #austerity policies 100% but never #Brexit Sorry @opheliasbrother @NeilHarding @UKLabour @jeremycorbyn,
conspiracy theorist and fake news... drama queen! #Brexit https://t.co/uVxlppAthc,
UK government is being trolled over this tweet https://t.co/PJ4nGLOd17 #Scotland #Trolling #Bridge #Brexit https://t.co/tlj6IIxhyr,
@PhilipCJames @sobraon1846 @Foxgoose @DrinkyMcEyeball @NoreenR1 In the end WE will have #Brexit imposed by 27 EU countries nem con. End of.,
"@kmqkatie FM a disaster, no prosperity in EU, no safe haven. EU has lost its way.  #brexit",
John Bingley: The British Constitution -part 2 of 7 https://t.co/ptMSzjv3mm #EU #brexit #referendum #voteleave,
https://t.co/sZb8pjhOvu Housing market outside of London 'remarkably unaffected' by #brexit vote,
"Oh, I love the smell of double standards in the morning #Brexit https://t.co/aABmnEMqML",
@Essexdb The fight is against #RipOff Britain. #Brexit exposes us even more deeply into this mire. @ProEuropa_GB @proremain @48PercentPlus,
@NeilHarding #Brexit is beyond party politics. What's the point of a @UKLabour government if it sacrifices rights for power? @jeremycorbyn,
The narrow margin of their loss is as nothing compared to the clear mandate from their win in the referendum ...‰Û_ https://t.co/G8wdWhvYJT,
#Brexit campaigners push for a bonfire of regulations (&amp; rights): a reminder that the deregulators still want more https://t.co/qed51CXe7O,
Huge upsurge of support on twitter for truth being spoken by a politician. @BorisJohnson #Brexit. #VoteLeave #borisjohnson,
"Tackling the most important issues of the day. #Syria, #Brexit #FacilityTime #JokeOpposition https://t.co/R2QBDMvnw6",
VOI_SML: If you have missed the #live show about #Brexit catch up on the #soundcloud #SML #eureferendum #Uk #Eu‰Û_ https://t.co/XSfNWVbobF,
BIGGER Local Scandal lets have EU leave Express &amp; Mail commit to the å£350m a week to NHS or was it lies?‰Û_ https://t.co/ykZbI7Pq6m,
Dan Hodges can't see Corbyn lasting twelve months - pse provide balance w prediction for Mrs May as PM? @DPJHodges #brexit #Mayexit,
Lawyers seek to launch fresh #Brexit challenge in Irish courts https://t.co/5SonuebMOV #Business https://t.co/792mT0FiUa,
@jeremycorbyn But why not just cancel #Brexit &amp; work to expand the #HumanRights and #WorkersRights we already have? https://t.co/2iwf4FbrbK,
@Essexdb Look to young to do what? #Brexit has/will destroy(ed) many of UK young person's ambitions @ProEuropa_GB @proremain @48PercentPlus,
"@RebetikoWalrus @Honorenji @IanDunt @IsolatedBrit When #Brexit won, it was one of the happiest days of my life.  Still feel that.",
"""Politicians want to make the most of #Brexit, 
when in reality all they can do is limit the damage"" https://t.co/Gdo29gPMeM",
"Shocking #Brexit lies of the #Leave campaign, we must never forget the broken promises #EUref #Remain #EU WATCH THIS https://t.co/EhctXwERJx",
"@SkyNews Whos this @LukeSGittos1986 chap from @spikedonline? I'm more qualified to make comments, this is just ridiculous #Brexit #Article50",
@joshbrandwood Only until we #Brexit #HumanRightsDay,
"Brexit threatens our #HumanRights including maternity pay, paid holiday &amp; freedom of movement. We must fight for it. #Brexit #SilentChainEU",
Today for #HumanRightsDay people have gathered outside House of Lords &amp; formed a Silent Chain for Europe.‰Û_ https://t.co/qEjzuIevFc,
"@MrTeaMUTID @BiancaJagger @domdyer70 I agree, immediately better. Especially as no #brexit package was specified. Cameron left a mess!",
This referendum fatally flawed. No #brexit package was voted on. Arrogant Cameron expected to win. Do people want t‰Û_ https://t.co/wLKb6wp1a4,
The 82% #brexit papers didn't run this story at the time: https://t.co/jPwCHTMa8c https://t.co/Q5IJmj4ltP,
@jeremycorbyn @UKlabour #Brexit #Remain #HumanRightsDay What has the ECHR ever done for us? - video https://t.co/cbe7hZUnOP,
"@S_A_Somerville #YouGov did reseerarch, Remain benefits banks, fat cats, hurts poorest very badly.  @borisjohnson  #borisjohnson  #Brexit",
Who says that? Referendums are alien to  British democracy! Important to test if it's the settled will of the Briti‰Û_ https://t.co/WgYVy7uZ0p,
"@S_A_Somerville #Brexit improves life for poorest, whose wages sink if we Remain, housing, NHS.  overstretched with Remain. They suffer!",
"@Mathilde_Leo @rilan @SunilUXD @makingjam importing german products to the uk, dangerous business these days #brexit",
"If we dont oppose #Brexit now whilst there is still time, how will we answer in years to come? #Remain‰Û_ https://t.co/to5qhFcnJW",
My post on the constitutional stalemate that lies ahead of us #Scotland #Catalonia #indyref2 #Brexit https://t.co/jdOvY9J3XR,
@jeremycorbyn #ECHR #HumanRightsAct set up in the wake of WWII - so why would you want to #Brexit and risk losing them? #HumanRightsDay,
"Why @UKLabour backs #Brexit: ""my Government...""
Irrelevant is as irrelevant speaks &amp; irrelevant does.
#Remain‰Û_ https://t.co/MYDNhy9m7V",
"@scot_scouser @barba_81222 @SJ_Powell Pounds decline is due to economic actuals, #brexit was trigger not cause. https://t.co/T6s1qLOoV9",
So why are @UKLabour collaborating with @conservatives &amp; @UKIP to #Brexit &amp; risk losing them? #HumanRightsDay  https://t.co/PPVzWAfpo1,
David Cameron threw the bums a dime.  In his prime.  Didn't HEEEEEE!  How does it feel? #Brexit #VoteLeave‰Û_ https://t.co/90sLYJWC6d,
"@jeremycorbyn And now, @UKLabour  are collaborating with #Conservatives and #UKIP to #Brexit and risk losing them. #HumanRightsDay",
"@EUVoteLeave23rd PN Cam lied our decision wud B final, then wrote in Ref. doc. it was not! FRAUD on Br.ppl.‰Û_ https://t.co/0qthWhsHaC",
