"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
16,2013-12-26,"38","16","27","M","20","24","38"," 0","-","-","RA SN BR","M","0.07","30.16","30.25"," 2.7","27","5.2"
17,2013-12-26,"53","20","37","M","27","31","28"," 0","-","-","BR","0.0","0.00","29.68","30.39"," 2.1","19","2.1"
18,2013-12-26,"55","31","43","-3","31","37","22"," 0","0728","1728","BR HZ","0.0","0.00","29.86","30.39"," 1.2","32","3.7"
19,2013-12-26,"28","14","21","-2","16","20","44"," 0","0721","1623","SN BR","0.1","  T","29.43","30.21"," 4.5","25","5.6"
20,2013-12-26,"55","30","43","M","31","37","22"," 0","-","-","BR HZ","0.0","0.00","29.65","30.38"," 3.1","33","4.1"
1,2013-12-27,"33","17","25","M","17","24","40"," 0","-","-"," ","M","0.00","30.06","30.24"," 7.0","23","7.4"
2,2013-12-27,"29","19","24","-2","17","23","41"," 0","0715","1622"," ","0.0","0.00","29.08","30.23","10.6","26","10.7"
3,2013-12-27,"60","29","45"," 8","26","36","20"," 0","0733","1716"," ","0.0","0.00","29.60","30.36"," 6.7","17","6.9"
4,2013-12-27,"60","45","53"," 2","39","45","12"," 0","0726","1738"," ","0.0","  T","29.65","30.39"," 0.5","05","1.0"
5,2013-12-27,"M","M","M","M","18","M","M","M","0712","1619"," ","M","M","M","30.25","12.0","26","M"
6,2013-12-27,"58","40","49"," 0","40","45","16"," 0","0725","1738","RA BR","0.0","  T","29.83","30.38"," 2.3","03","2.8"
7,2013-12-27,"59","28","44","M","26","35","21"," 0","-","-"," ","0.0","0.00","28.93","30.35"," 8.7","21","8.7"
8,2013-12-27,"62","45","54","M","34","45","11"," 0","-","-"," ","M","0.00","30.00","M"," 1.4","05","1.5"
9,2013-12-27,"40","11","26","M","21","25","39"," 0","-","-","BR","M","0.00","29.23","30.05"," 3.0","19","5.1"
10,2013-12-27,"61","53","57","M","50","53","8"," 0","0721","1734","RA","M","  T","30.26","30.28","12.3","01","12.6"
11,2013-12-27,"58","50","54"," 1","49","51","11"," 0","0722","1734"," ","0.0","  T","30.26","30.30"," 7.3","02","7.6"
12,2013-12-27,"60","52","56","M","51","53","9"," 0","-","-","RA","0.0","  T","30.24","30.29"," 9.3","02","9.5"
13,2013-12-27,"58","27","43","M","15","31","22"," 0","-","-"," ","M","0.00","24.36","30.21"," 4.4","19","5.7"
14,2013-12-27,"61","29","45"," 8","26","35","20"," 0","0738","1725"," ","0.0","0.00","28.92","30.35"," 6.8","20","7.2"
15,2013-12-27,"33","1","17","-5","11","16","48"," 0","0717","1617","HZ","0.0","0.00","29.80","30.21"," 2.8","23","3.3"
16,2013-12-27,"33","22","28","M","18","25","37"," 0","-","-"," ","M","0.00","30.09","30.21"," 7.5","25","7.8"
17,2013-12-27,"61","24","43","M","27","34","22"," 0","-","-"," ","0.0","0.00","29.67","30.38"," 1.9","19","1.9"
18,2013-12-27,"59","32","46"," 0","33","40","19"," 0","0728","1729","BR HZ","0.0","0.00","29.85","30.39"," 1.1","15","1.4"
19,2013-12-27,"39","15","27"," 4","23","27","38"," 0","0722","1624","BR HZ","0.0","0.00","29.36","30.16"," 8.7","23","9.1"
20,2013-12-27,"58","32","45","M","35","40","20"," 0","-","-","BR HZ","0.0","0.00","29.64","30.38"," 1.0","17","2.3"
1,2013-12-28,"46","25","36","M","22","30","29"," 0","-","-"," ","M","0.00","29.93","30.09"," 7.0","22","7.6"
2,2013-12-28,"42","25","34"," 8","22","29","31"," 0","0716","1623"," ","0.0","0.00","28.97","30.09","13.6","24","13.9"
3,2013-12-28,"58","33","46"," 9","31","39","19"," 0","0734","1717"," ","0.0","0.00","29.33","30.09"," 9.3","17","9.4"
4,2013-12-28,"62","40","51"," 0","39","45","14"," 0","0726","1739"," ","0.0","  T","29.42","30.17"," 0.7","17","2.1"
5,2013-12-28,"M","M","M","M","23","M","M","M","0712","1620"," ","M","M","M","30.12","13.7","22","M"
6,2013-12-28,"61","33","47","-2","38","43","18"," 0","0726","1739","BR","0.0","0.00","29.59","30.17"," 3.0","20","3.6"
7,2013-12-28,"60","34","47","M","31","39","18"," 0","-","-","HZ","0.0","0.00","28.63","30.06","11.6","19","11.8"
8,2013-12-28,"64","40","52","M","29","43","13"," 0","-","-","HZ","M","0.00","29.80","M"," 0.9","15","1.2"
9,2013-12-28,"45","18","32","M","24","M","33"," 0","-","-","FZRA BR","M","  T","29.07","29.85"," 2.6","36","9.1"
10,2013-12-28,"72","60","66","M","59","62","0"," 1","0722","1735","RA BR","M","0.01","30.17","30.16"," 6.5","06","9.5"
11,2013-12-28,"69","54","62"," 9","58","60","3"," 0","0722","1734","RA FG+ BR","0.0","0.02","30.17","30.18"," 7.9","05","9.4"
12,2013-12-28,"70","59","65","M","60","62","0"," 0","-","-","RA BR","0.0","0.10","30.16","30.18"," 5.4","06","8.2"
13,2013-12-28,"58","19","39","M","18","30","26"," 0","-","-","SN BR","M","0.05","24.21","30.00"," 5.9","01","10.1"
14,2013-12-28,"60","32","46"," 9","33","39","19"," 0","0738","1726"," ","0.0","0.00","28.63","30.06"," 9.2","18","9.5"
15,2013-12-28,"43","9","26"," 4","22","26","39"," 0","0717","1618","BR","0.0","0.00","29.67","30.06"," 2.5","22","3.1"
16,2013-12-28,"47","25","36","M","23","30","29"," 0","-","-"," ","M","0.00","29.97","30.07"," 6.4","23","6.8"
17,2013-12-28,"61","26","44","M","31","38","21"," 0","-","-"," ","0.0","0.00","29.41","30.11"," 4.2","18","4.4"
18,2013-12-28,"62","36","49"," 3","36","43","16"," 0","0729","1729","BR HZ","0.0","0.00","29.57","30.13"," 5.0","18","5.4"
19,2013-12-28,"42","25","34","11","29","33","31"," 0","0722","1624","HZ","0.0","0.00","29.14","29.95","12.5","23","12.8"
20,2013-12-28,"62","38","50","M","37","44","15"," 0","-","-","BR HZ","0.0","0.00","29.36","30.13"," 4.0","18","5.3"
1,2013-12-29,"43","30","37","M","29","34","28"," 0","-","-","RA BR UP","M","1.10","29.72","29.83"," 1.3","33","5.5"
2,2013-12-29,"40","32","36","11","30","34","29"," 0","0716","1623","RA SN FG+ BR UP","M","1.18","28.74","29.80"," 4.0","28","11.0"
3,2013-12-29,"45","19","32","-5","18","27","33"," 0","0734","1717"," ","0.0","0.00","29.50","30.22","11.6","35","12.2"
4,2013-12-29,"64","36","50","-1","41","45","15"," 0","0727","1740","HZ","0.0","0.00","29.41","30.11"," 3.5","34","4.8"
5,2013-12-29,"M","M","M","M","32","M","M","M","0713","1620"," ","M","M","M","29.82"," 3.2","21","M"
6,2013-12-29,"63","34","49"," 0","40","43","16"," 0","0726","1740","BR","0.0","0.00","29.57","30.11"," 5.5","36","7.3"
7,2013-12-29,"42","17","30","M","16","24","35"," 0","-","-","BR HZ","0.0","0.00","28.84","30.24","16.0","36","16.8"
8,2013-12-29,"67","39","53","M","38","45","12"," 0","-","-"," ","M","0.00","29.72","M"," 4.2","33","5.3"
9,2013-12-29,"21","-11","5","M","-9","0","60"," 0","-","-"," ","M","  T","29.51","30.30","14.0","32","14.5"
10,2013-12-29,"74","60","67","M","64","66","0"," 2","0722","1735","RA BR","M","1.01","29.91","29.94"," 6.0","22","9.9"
11,2013-12-29,"73","56","65","12","64","66","0"," 0","0723","1735","RA BR","0.0","0.16","29.90","29.94"," 5.4","22","8.9"
12,2013-12-29,"73","57","65","M","64","66","0"," 0","-","-","RA BR","0.0","0.85","29.90","29.95"," 5.1","22","9.0"
13,2013-12-29,"38","7","23","M","11","18","42"," 0","-","-","SN BR","M","0.01","24.25","30.22"," 2.1","19","6.2"
14,2013-12-29,"43","21","32","-5","19","26","33"," 0","0739","1726"," ","0.0","0.00","28.82","30.21","15.9","36","16.5"
15,2013-12-29,"35","22","29"," 7","28","29","36"," 0","0717","1619","RA SN BR UP HZ","1.0","1.03","29.49","29.83"," 1.8","35","2.3"
16,2013-12-29,"42","27","35","M","31","35","30"," 0","-","-","RA BR","M","1.21","29.73","29.80"," 2.0","01","5.9"
17,2013-12-29,"46","22","34","M","20","27","31"," 0","-","-"," ","0.0","0.00","29.53","30.23"," 7.0","01","7.4"
18,2013-12-29,"51","33","42","-4","31","36","23"," 0","0729","1730"," ","0.0","0.00","29.62","30.13"," 6.8","34","10.1"
19,2013-12-29,"40","4","22"," 0","15","20","43"," 0","0722","1625","FZDZ SN BR","  T","  T","29.23","29.98","10.0","32","13.0"
20,2013-12-29,"51","32","42","M","32","37","23"," 0","-","-","BR","0.0","0.00","29.41","30.11"," 7.3","33","9.0"
1,2013-12-30,"42","16","29","M","20","29","36"," 0","-","-"," ","M","0.00","29.69","29.89"," 7.7","28","10.0"
2,2013-12-30,"38","13","26"," 1","18","26","39"," 0","0716","1624"," ","M","0.00","28.70","29.89","13.3","28","13.8"
3,2013-12-30,"M","M","M","M","10","21","M","M","0734","1718"," ","M","M","M","30.33"," 1.7","31","M"
4,2013-12-30,"M","M","M","M","26","34","M","M","0727","1740"," ","M","M","M","30.33"," 3.9","34","M"
5,2013-12-30,"M","M","M","M","21","M","M","M","0713","1621"," ","M","M","M","29.91","12.7","28","M"
6,2013-12-30,"M","M","M","M","26","34","M","M","0726","1740"," ","M","M","M","30.32"," 7.7","35","M"
7,2013-12-30,"M","M","M","M","11","21","M","M","-","-"," ","M","M","M","30.32"," 1.7","26","M"
8,2013-12-30,"M","M","M","M","28","35","M","M","-","-"," ","M","M","M","M"," 7.6","36","M"
9,2013-12-30,"M","M","M","M","-8","-4","M","M","-","-","SN BR HZ","M","M","M","30.29"," 1.5","16","M"
10,2013-12-30,"67","50","59","M","46","52","6"," 0","0722","1736"," ","M","0.00","30.11","30.13"," 6.7","33","7.4"
11,2013-12-30,"66","44","55"," 2","48","M","10"," 0","0723","1735","FU","0.0","0.00","30.09","30.14"," 4.3","32","4.9"
12,2013-12-30,"67","49","58","M","47","52","7"," 0","-","-","RA","0.0","  T","30.08","30.13"," 5.5","33","6.0"
13,2013-12-30,"M","M","M","M","13","27","M","M","-","-"," ","M","M","M","30.16"," 5.7","31","M"
14,2013-12-30,"M","M","M","M","11","22","M","M","0739","1727"," ","M","M","M","30.31"," 1.5","35","M"
15,2013-12-30,"36","8","22"," 0","20","25","43"," 0","0718","1619","SN FG+ FZFG BR","M","  T","29.36","29.88"," 6.7","31","8.2"
16,2013-12-30,"43","16","30","M","22","30","35"," 0","-","-"," ","M","  T","29.70","29.86"," 9.4","30","11.2"
17,2013-12-30,"M","M","M","M","12","21","M","M","-","-"," ","M","M","M","30.34"," 1.7","01","M"
18,2013-12-30,"M","M","M","M","19","30","M","M","0729","1731"," ","M","M","M","30.32"," 5.6","33","M"
19,2013-12-30,"M","M","M","M","-6","2","M","M","0722","1626","SN","M","M","M","30.25"," 8.4","29","M"
20,2013-12-30,"M","M","M","M","19","30","M","M","-","-"," ","M","M","M","30.30"," 6.0","32","M"
1,2013-12-31,"23","11","17","M","0","M","48"," 0","-","-"," ","M","  T","29.96","30.13"," 3.3","27","5.1"
2,2013-12-31,"21","10","16","-9","6","M","49"," 0","0716","1625"," ","0.0","0.00","28.94","30.10"," 6.9","27","8.4"
3,2013-12-31,"57","20","39"," 2","18","M","26"," 0","0734","1719"," ","0.0","0.00","29.52","30.29"," 9.7","17","10.0"
4,2013-12-31,"55","36","46","-5","28","M","19"," 0","0727","1741"," ","0.0","0.00","29.64","30.38"," 0.1","19","1.3"
5,2013-12-31,"M","M","M","M","4","M","M","M","0713","1622"," ","M","M","M","30.12"," 6.8","28","M"
6,2013-12-31,"51","32","42","-7","28","M","23"," 0","0727","1741"," ","0.0","0.00","29.81","30.38"," 0.3","01","2.3"
7,2013-12-31,"56","21","39","M","20","M","26"," 0","-","-"," ","0.0","0.00","28.82","30.26","13.1","19","13.8"
8,2013-12-31,"50","38","44","M","M","M","21"," 0","-","-"," ","M","0.00","30.04","M","M","M","1.4"
9,2013-12-31,"1","-9","-4","M","-12","M","69"," 0","-","-"," ","M","0.00","29.57","30.39"," 4.3","33","5.1"
10,2013-12-31,"63","56","60","M","46","M","5"," 0","0723","1737"," ","M","0.00","30.24","30.28"," 5.7","36","6.4"
11,2013-12-31,"61","51","56"," 3","48","M","9"," 0","0723","1736"," ","0.0","0.00","30.24","30.29"," 3.3","35","3.7"
12,2013-12-31,"63","55","59","M","47","M","6"," 0","-","-"," ","0.0","0.00","30.23","30.29"," 3.6","36","4.6"
13,2013-12-31,"55","27","41","M","17","M","24"," 0","-","-"," ","M","0.00","24.19","30.01"," 3.5","15","6.7"
14,2013-12-31,"56","21","39"," 2","22","M","26"," 0","0739","1728"," ","0.0","0.00","28.82","30.26","10.3","18","10.5"
15,2013-12-31,"19","1","10","-12","0","M","55"," 0","0718","1620"," ","0.0","0.00","29.72","30.13"," 1.3","31","2.0"
16,2013-12-31,"23","11","17","M","1","M","48"," 0","-","-"," ","M","0.00","29.98","30.10"," 5.5","30","6.8"
17,2013-12-31,"58","19","39","M","19","M","26"," 0","-","-"," ","0.0","0.00","M","30.31"," 5.4","19","5.5"
18,2013-12-31,"55","27","41","-5","23","M","24"," 0","0730","1731"," ","0.0","0.00","29.80","30.35"," 5.5","16","5.7"
19,2013-12-31,"10","2","6","-16","0","M","59"," 0","0722","1627","SN","1.0","0.08","29.51","30.31"," 8.2","29","9.2"
20,2013-12-31,"54","26","40","M","24","M","25"," 0","-","-"," ","0.0","0.00","29.59","30.34"," 3.6","16","4.9"
1,2014-01-01,"27","17","22","M","4","17","43"," 0","-","-"," ","M","0.00","30.14","30.34"," 7.0","26","7.4"
2,2014-01-01,"23","13","18","M","4","15","47"," 0","-","-","SN BR","  T","  T","29.13","30.30"," 8.1","27","8.7"
3,2014-01-01,"52","18","35","M","24","32","30"," 0","-","-","SN","0.1","0.01","29.34","30.06"," 1.3","32","13.9"
4,2014-01-01,"69","39","54","M","41","47","11"," 0","-","-"," ","0.0","0.00","29.39","30.11"," 2.9","20","3.7"
5,2014-01-01,"M","M","M","M","5","M","M","M","-","-"," ","M","M","M","30.33"," 9.2","27","M"
6,2014-01-01,"64","33","49","M","41","45","16"," 0","-","-","HZ","0.0","0.00","29.57","30.12"," 6.1","20","6.3"
7,2014-01-01,"51","19","35","M","23","30","30"," 0","-","-","HZ","0.0","0.00","28.67","30.05"," 2.9","32","17.2"
8,2014-01-01,"65","40","53","M","42","48","12"," 0","-","-"," ","M","0.00","29.76","M"," 2.5","20","2.5"
9,2014-01-01,"2","-8","-3","M","-11","-2","68"," 0","-","-"," ","M","0.00","29.67","30.51"," 5.4","01","5.7"
10,2014-01-01,"61","55","58","M","53","56","7"," 0","-","-","RA BR","M","0.63","30.23","30.24"," 6.2","02","7.1"
11,2014-01-01,"59","50","55","M","53","54","10"," 0","-","-","RA BR","0.0","0.53","30.22","30.24"," 2.9","03","3.3"
12,2014-01-01,"62","54","58","M","54","55","7"," 0","-","-","RA BR","0.0","0.70","30.22","30.24"," 4.0","02","5.0"
13,2014-01-01,"39","17","28","M","22","27","37"," 0","-","-","SN FZFG BR","M","0.04","24.32","30.18"," 2.3","03","7.3"
14,2014-01-01,"54","21","38","M","25","32","27"," 0","-","-"," ","0.0","0.00","28.65","30.03"," 6.0","33","17.4"
15,2014-01-01,"23","6","15","M","5","12","50"," 0","-","-"," ","0.0","0.00","29.88","30.31"," 5.0","25","5.8"
16,2014-01-01,"27","16","22","M","5","17","43"," 0","-","-","SN","M","0.00","30.17","30.31"," 5.7","27","6.4"
17,2014-01-01,"54","20","37","M","26","34","28"," 0","-","-","SN","M","  T","29.42","30.07"," 0.7","30","7.4"
18,2014-01-01,"70","35","53","M","34","43","12"," 0","-","-"," ","0.0","0.00","29.52","30.04"," 4.3","20","13.0"
19,2014-01-01,"19","5","12","M","7","12","53"," 0","-","-","SN BR BLSN","4.9","0.13","29.52","30.33","10.2","04","12.8"
20,2014-01-01,"71","33","52","M","35","43","13"," 0","-","-"," ","0.0","0.00","29.32","30.03"," 3.5","22","11.4"
1,2014-01-02,"21","0","11","M","3","8","54"," 0","-","-","SN","M","0.02","30.06","30.19","13.9","02","14.0"
2,2014-01-02,"17","-2","8","M","5","8","57"," 0","-","-","SN FZFG BR","6.2","0.34","28.99","30.09","12.5","04","13.8"
3,2014-01-02,"32","11","22","M","10","18","43"," 0","-","-"," ","  T","  T","29.73","30.46"," 6.7","35","8.9"
4,2014-01-02,"55","33","44","M","24","36","21"," 0","-","-"," ","0.0","0.00","29.70","30.40"," 6.8","35","7.5"
5,2014-01-02,"M","M","M","M","12","M","M","M","-","-"," ","M","M","M","30.11","13.4","02","M"
6,2014-01-02,"53","27","40","M","25","34","25"," 0","-","-"," ","0.0","0.00","29.86","30.39","12.1","35","12.3"
7,2014-01-02,"39","14","27","M","13","22","38"," 0","-","-"," ","0.0","0.00","29.02","30.44"," 3.8","35","8.5"
8,2014-01-02,"59","34","47","M","25","36","18"," 0","-","-"," ","M","0.00","29.98","M","10.3","35","10.4"
9,2014-01-02,"3","-11","-4","M","-14","-4","69"," 0","-","-"," ","M","0.00","29.67","30.52"," 4.7","33","5.7"
10,2014-01-02,"65","53","59","M","57","59","6"," 0","-","-","RA DZ FG BR","M","1.07","29.88","29.91"," 3.8","29","9.1"
11,2014-01-02,"65","50","58","M","58","58","7"," 0","-","-","RA BR","0.0","1.87","29.88","29.91"," 4.9","29","8.3"
12,2014-01-02,"66","52","59","M","57","59","6"," 0","-","-","RA BR","0.0","1.22","29.88","29.91"," 4.6","29","7.7"
13,2014-01-02,"48","16","32","M","16","26","33"," 0","-","-"," ","M","0.00","24.30","30.24"," 5.6","16","6.8"
14,2014-01-02,"40","16","28","M","15","23","37"," 0","-","-"," ","0.0","0.00","29.00","30.43"," 6.4","35","9.8"
15,2014-01-02,"13","-1","6","M","1","5","59"," 0","-","-","SN BR","6.4","0.46","29.85","30.22"," 7.7","03","9.0"
16,2014-01-02,"22","0","11","M","8","12","54"," 0","-","-","SN FG+ FZFG BR HZ","M","0.12","30.07","30.14","11.6","01","12.4"
17,2014-01-02,"34","14","24","M","12","20","41"," 0","-","-"," ","M","  T","29.75","30.47"," 2.7","01","4.9"
18,2014-01-02,"43","26","35","M","18","29","30"," 0","-","-"," ","0.0","0.00","29.91","30.42","11.2","34","11.5"
19,2014-01-02,"19","3","11","M","3","10","54"," 0","-","-","SN","2.2","0.05","29.54","30.32","10.4","36","12.7"
20,2014-01-02,"43","25","34","M","18","28","31"," 0","-","-","HZ","0.0","0.00","29.69","30.41","11.9","33","12.0"
1,2014-01-03,"14","1","8","M","-6","4","57"," 0","-","-","SN","M","0.01","29.84","30.06","11.5","34","13.2"
2,2014-01-03,"9","-3","3","M","-5","1","62"," 0","-","-","SN FZFG BR HZ","4.1","0.20","28.79","30.01","12.5","34","15.3"
3,2014-01-03,"46","15","31","M","15","26","34"," 0","-","-"," ","0.0","0.00","29.40","30.21","15.4","17","15.9"
4,2014-01-03,"58","28","43","M","23","36","22"," 0","-","-"," ","0.0","0.00","29.57","30.33"," 3.4","17","4.2"
5,2014-01-03,"M","M","M","M","-4","M","M","M","-","-"," ","M","M","M","30.01","16.0","34","M"
6,2014-01-03,"56","19","38","M","23","33","27"," 0","-","-"," ","0.0","0.00","29.75","30.33"," 5.3","18","5.4"
7,2014-01-03,"51","25","38","M","17","30","27"," 0","-","-"," ","0.0","0.00","28.66","30.13","20.4","17","20.5"
8,2014-01-03,"58","26","42","M","23","35","23"," 0","-","-"," ","M","0.00","29.97","M"," 3.3","16","3.3"
9,2014-01-03,"26","-12","7","M","3","8","58"," 0","-","-","SN BR UP HZ","M","0.11","29.00","29.90","12.9","16","12.9"
10,2014-01-03,"53","34","44","M","24","35","21"," 0","-","-"," ","M","0.00","30.16","30.23","15.1","35","17.3"
11,2014-01-03,"50","31","41","M","22","32","24"," 0","-","-"," ","0.0","0.00","30.17","30.24","11.3","34","12.8"
12,2014-01-03,"52","32","42","M","25","36","23"," 0","-","-"," ","0.0","  T","30.15","30.24","12.6","35","15.1"
13,2014-01-03,"61","31","46","M","15","34","19"," 0","-","-"," ","M","0.00","23.98","29.72"," 5.2","22","7.6"
14,2014-01-03,"51","20","36","M","19","29","29"," 0","-","-"," ","0.0","0.00","28.66","30.14","16.7","17","16.8"
15,2014-01-03,"7","-8","0","M","-7","0","65"," 0","-","-","SN","1.9","0.16","29.64","30.08","10.7","32","11.7"
16,2014-01-03,"14","-4","5","M","-5","3","60"," 0","-","-","SN HZ BLSN","M","0.04","29.85","30.01","13.4","34","14.4"
17,2014-01-03,"47","18","33","M","17","28","32"," 0","-","-"," ","0.0","0.00","29.52","30.22","10.6","18","10.8"
18,2014-01-03,"53","28","41","M","20","33","24"," 0","-","-"," ","0.0","0.00","29.70","30.28","11.8","16","12.6"
19,2014-01-03,"19","-4","8","M","1","8","57"," 0","-","-","BLSN","0.0","0.00","29.36","30.21","10.3","21","12.4"
20,2014-01-03,"52","23","38","M","20","32","27"," 0","-","-"," ","0.0","0.00","29.49","30.27"," 9.2","16","9.5"
1,2014-01-04,"26","-4","11","M","-3","10","54"," 0","-","-","UP","M","  T","30.22","30.38"," 8.0","21","8.3"
2,2014-01-04,"23","-4","10","M","-2","9","55"," 0","-","-"," ","0.0","0.00","29.18","30.36","14.1","24","15.0"
3,2014-01-04,"49","29","39","M","29","36","26"," 0","-","-"," ","0.0","0.00","29.10","29.86"," 6.5","15","15.4"
4,2014-01-04,"71","42","57","M","46","51","8"," 0","-","-"," ","0.0","0.00","29.21","29.96"," 5.3","18","6.5"
5,2014-01-04,"M","M","M","M","1","M","M","M","-","-"," ","M","M","M","30.39","14.8","22","M"
6,2014-01-04,"71","38","55","M","47","50","10"," 0","-","-","BR","0.0","0.00","29.39","29.97","11.3","19","11.5"
7,2014-01-04,"55","24","40","M","23","34","25"," 0","-","-","HZ","0.0","0.00","28.43","29.82"," 5.8","23","19.6"
8,2014-01-04,"74","40","57","M","46","52","8"," 0","-","-"," ","M","0.00","29.61","M"," 9.1","18","9.2"
9,2014-01-04,"34","-2","16","M","6","13","49"," 0","-","-","UP HZ","M","0.01","29.22","29.97","11.8","31","13.3"
10,2014-01-04,"54","40","47","M","42","45","18"," 0","-","-","BR HZ","M","0.00","30.23","30.24","13.3","01","13.7"
11,2014-01-04,"53","34","44","M","40","43","21"," 0","-","-"," ","0.0","0.00","30.23","30.26"," 8.5","02","8.8"
12,2014-01-04,"55","39","47","M","43","46","18"," 0","-","-","RA BR","0.0","  T","30.21","30.25"," 8.5","36","8.9"
13,2014-01-04,"39","2","21","M","15","18","44"," 0","-","-","SN FG+ FZFG BR","M","0.10","24.13","30.00"," 5.8","04","8.5"
14,2014-01-04,"57","27","42","M","25","35","23"," 0","-","-","SN","  T","  T","28.41","29.81"," 4.4","26","19.8"
15,2014-01-04,"21","-17","2","M","-6","1","63"," 0","-","-"," ","0.0","0.00","29.95","30.35"," 1.8","16","2.5"
16,2014-01-04,"26","-7","10","M","-1","10","55"," 0","-","-"," ","M","0.00","30.24","30.36"," 8.0","22","8.5"
17,2014-01-04,"52","30","41","M","31","38","24"," 0","-","-"," ","0.0","0.00","29.15","29.87"," 4.3","16","11.4"
18,2014-01-04,"70","41","56","M","42","48","9"," 0","-","-"," ","0.0","0.00","29.31","29.87","13.5","18","13.7"
