,neighborhoods,price,sqft,title,,,,
1332, (Saint Albans),NA,NA,Just  In  TIme ! Gorgeously Renovated Brick Two Family -- Saint Albans!,,,,
1333, (Cambria Heights),NA,NA,Cambria Heights -- Specious Renovated Two Family-- PERFECT LOCATION!,,,,
1334, (Queens Village),NA,NA,Queens Village -- Almost NEW 3 Family -- TAX ABATEMENT -- GREAT INVEST!,,,,
1335, (South Ozone Park),NA,NA,JUST IN! South Ozone Park 1 Family + Remodeled --Driveway -- Great DEAL!,,,,
1336, (Jamaica),NA,NA,A M a s t e r p I e c e! Jamaica Gorgeously Built (2015)  Two Family T,,,,
1337, (Saint Albans),NA,NA,Just  In  TIme ! Gorgeously Renovated 2 Family -- 40 X 100 LOT Saint Al,,,,
1338, (Laurelton),NA,NA,Immaculate Detach Mansion Style 2 Family! Beyond AMAZING-- Laurelton!!!,,,,
1339, (South Ozone Park),NA,NA,P R I M E South Ozone Park -- Fully Renovated 1 Family-- AWESOME FIND!!,,,,
1340, (718-496-139),NA,NA,A MONEY MAKER! Q.Village 3 X 3 Families -- 12 Rentable Units - NO TAXES,,,,
1341, (Cambria Heights),NA,NA,"A - M U S T - S E E ! Fully Updated 1 Family , Cambria Heights -- Absol",,,,
1342, (Jamaica),NA,NA,Jamaica -  ENTIRELY Renovated Detach One Family  -- A Must See!!!,,,,
1343, (Saint Albans),NA,NA,"EXTRA S.P.E.C.I.A.L! Saint Albans, Brick, Beautiful Two Family -- Speci",,,,
1344, (Springfield),NA,NA,Won't Last Long! Beautifully Reconstructed Two Family Springfield!,,,,
1346, (Jamaica),NA,NA,Gorgeously Remodeled & Detach Large 1 Family - PRIME Jamaica!!!,,,,
1347, (Springfield GardensSpringfield Gardens),NA,NA,Springfield Gardens 1 Family -- Fully Detach & Beautifully Remodeled --,,,,
1348, (Rochedale Village),NA,NA,G o r g e o u s -- Like NEW 2 FAMILY! Brick Exterior- A Rochedale Villa,,,,
1349, (Queens Village),NA,NA,PERFECT D e a l! Jamaica -- 2 Family w/ Everything-- PRIME Location!,,,,
1350, (Hollis),NA,NA,EXCELLENT INVESTMENT Opportunity! HUGE 3 Family Like NEW -- Hollis!!!,,,,
1351, (Saint Albans),NA,NA,Saint Albans RARE FIND! Newly Constructed JUMBO 2 Family -- TOP Locatio,,,,
1352, (Jamaica),NA,NA,Located In Jamaica Totally Renewed One  Family -- Amazing DEAL- ONLY 35,,,,
1353, (Saint Albans),NA,NA,Saint Albans MASSIVE NEW 2 Family --Sits On a HUGE Lot Size (50 X 100 L,,,,
1354, (Rochedale Village),NA,NA,"Rochedale Village Awesome- 1 Family, Fin'd Basement --Huge 50X100 Lot!",,,,
1355, (South Ozone Park),NA,NA,South Ozone Park  - A Homeowner's DREAM- Renewed 2 Family -- Totally Fa,,,,
1356, (Cambria Heights),NA,NA,Cambria Heights - Revitalized Two family-- Supreme Renovation -- 40 X 10,,,,
1357, (Jamaica),NA,NA,BINGO! Jamaica Newly Renovated 1 Family -- A Deal That Won't Last- ONLY,,,,
1358, (jamaica),NA,NA,this house will surely take your breath away,,,,
1359, (Springfield Gardens),NA,NA,Springfield Gardens F U L L Y  Renovated HUGE 1 Family -- With  Everyth,,,,
1360, (Rochedale Village),NA,NA,"PRIME Rochedale --DEVINE 1 Family + Fin Basement & Garage -- 5,000 sq ft",,,,
1362, (Queens Village),NA,NA,Investors WELCOME! HUGE 3  Family --- AWESOME Location -- 2006 Built!,,,,
1363, (sop),NA,NA,your family can thrive in this house,,,,
1366, (Rego Park),NA,"
                    3br -
                ",Gorgeous 3Bd Duplex For Sale In Rego Park,,,,
1367, (147th st),NA,NA,you want a house? i got it so call me NOW,,,,
1371,NA,NA,NA,jamaica queens 2 family house,,,,
1373, (Williamsbridge Bronx NY),NA,NA,Fresh Of The Press! Renovated 2 Fam w/ EVERYTHING -- in A Center Locati,,,,
1374, (Williamsbridge),NA,NA,Williamsbridge- Affordable Muscular Brick Two Family -- A Lifetime Oppo,,,,
1375, (Williamsbridge),NA,NA,"Williamsbridge Renovated 2 Family --BIG Value -- HUGE LOT (4,385 Sq Ft)!",,,,
1376, (Wakefield),NA,NA,Affordable Elegance! Brick & Remodeled XL 2 Family -- Wakefield Beauty!,,,,
1377, (Baychester),NA,NA,"Baychester, GREAT Looking Two Family -- Affordable Deal!",,,,
1378, (Allerton  Bronx NY),NA,NA,PRIME Allerton Location- HUGE & Detach 2 Family-- Generous,,,,
1379, (Wakefield  Bronx NY),NA,NA,Fantastic Wakefield Location -- Newly Renovated HUGE Brick Two Family --,,,,
1380, (Woodstock),NA,NA,Remarkable & Fully Renovated  2 Family -- Peaceful  Woodstock Section!,,,,
1381, (Wakefield Bronx NY),NA,NA,For People Who Value! Brick & Updated HUGE 2 Family -- PRIME Wakefield!,,,,
1382, (Pelham Bay Bronx NY),NA,NA,Pelham Bay Luxury! Newly Remodeled Large 2 Family w/ Everything!,,,,
1383, (Woodstock),NA,NA,"Exclusive! PRIME Woodstock, MASSIVE 2 Family --w/ So Many Extras!",,,,
1384, (Laconia),NA,NA,Available Now! Laconia 1 Family -- ALL in NEW Condition!!!,,,,
1385, (Claremont Village),NA,NA,"LOCATION! Claremont Village - Two Family, Remodeled A-Z -- A Bargain De",,,,
1386, (Woodstock  Bronx NY),NA,NA,RARE! HUGE N' Renovated Brick 3 Family -- Woodstock HISTORIC DISTRICT!,,,,
1387, (Wakefield),NA,NA,Look No Further! Wakefield 2 Family - Great Deal!,,,,
1388, (Throgs Neck Bronx NY),NA,NA,Golden Opportunity! Elegant Brick One Family- Basement -- Parking -- Thr,,,,
1389, (Norwood),NA,NA,ATTENTION! Norwood Detach Two Family Remodeled A-Z -- Sneak A Pick!,,,,
1390, (East Tremont),NA,NA,IRESSITABLE DEAL! MIX-USE Renovated 3 Family + 2 Stores -  East Tremon,,,,
1391, (Morris Park),NA,NA,Fasten Your Seatbelt! Morris Park XL 2 Family Beautifully Renovated!!!,,,,
1392, (Throgs Neck),NA,NA,PRIME Throgs Neck  Location - Renovated A-Z One Family+ WALK IN Baseme,,,,
1393, (Wakefield),NA,NA,Find It First! Detach Two Family In Wakefield --  Valuable DEAL!!,,,,
1394, (Belmont),NA,NA,GRAB IT BEFORE IT'S GONE! Renewed 2 Family -- Belmont -- ONLY $ 4 2 9K!,,,,
1395, (Wakefield),NA,NA,Wakefield -- Gorgeously Built **NEW** 1 Family -- Prime Location!!!,,,,
1397, (Fordham Heights),NA,NA,SPECIAL Property -- SPECIAL Deal! Fordham Heights 2 Family -- Great DEAL,,,,
1398, (Bedford Park Bronx NY),NA,NA,"Exclusive! PRIME Bedford Park, MASSIVE 2 Family --w/ So Many Extras!",,,,
1400, (Soundview Bronx NY),NA,NA,Available Now! Soundview 1 Family -- ALL in NEW Condition !!!,,,,
1401, (Soundview   BRONX NY),NA,NA,Are You Ready For This HUGE Soundview 2 Family DEAL?! SUPERIOR DEAL!,,,,
1402, (Pelham Bay Bronx NY),NA,NA,Great Buy! Sophisticated & Renovated One Family -- Quiet Pelham Bay Vic,,,,
1403, (Hunts Point),NA,NA,Van Nest Updated HUGE 2 Family -- Amazing Opportunity!!,,,,
1404, (Wakefield Bronx NY),NA,NA,Wakefield - FANTASTIC HOUSE! *N*E*W* 2 Family -- Superspecial Find!!!,,,,
1405, (Wakefield),NA,NA,"Wakefield, Spectacular 2  Family In An Established Neighborhood!",,,,
1406, (Soundview),NA,NA,LUXURY Remodeled THREE Family in TOP Soundview Location -- Solid Brick,,,,
1407, (Wakefield Bronx NY),NA,NA,Custom Renovated 2 Family -- TOP Wakefield Location -- WALK - IN Finishe,,,,
1408, (East Tremont),NA,NA,THE ULTIMATE INVESTMENT! 3 Family + Two Stores -- East Tremont!!,,,,
1409, (Pelham Gardens),NA,NA,ATTENTION! Marvelous Renovated One Family-- TOP Pelham Gardens Location,,,,
1410, (Wakefield),NA,NA,PLENTY Of Space In THAT NEW Two Family -- H O T - DEAL! ! !,,,,
1411, (Wakefield  Bronx NY),NA,NA,Wakefield Living @ It's Finest! Brand NEW Two Family -- Awesome Deal!,,,,
1412, (Tremont  Bronx NY),NA,NA,In The Heart Of Tremont! Large -- Impressive -- Brick -- New 3 Family!,,,,
1413, (Allerton  Bronx NY),NA,NA,Remodeled JUMBO & DETACH 2 Family- Endless Yard Space - PRIME Allerton,,,,
1414, (Westchester Village),NA,NA,Magnificent Deal! Westchester Village  Two Family -- ALL NEWLY RENOVATE,,,,
1415, (Wakefield),NA,NA,LUXURY Remodeled Two Family in TOP Wakefield Location -- High End Renov,,,,
1416, (Mill Basin),NA,NA,1 family 6 bdrm,,,,
1417, (Laconia),NA,NA,Laconia -Beautiful Brick Two Family In NEW Shape >>> HAS IT ALL!,,,,
1418, (Soundview   BRONX NY),NA,NA,Talking About An OPPORTUNITY! Soundview HUGE -- 2 -  Family -- A DEAL!,,,,
1419, (Williamsbridge),NA,NA,"SIZZLING FIND! Williamsbridge Renwed 2 Family -- XXL LOT SIZE (4,385 Sq",,,,
1420, (Wakefield),NA,NA,"Wakefield, NEWLY Remodeled EXTRA LARGE  2 Family -- Brick -- Parking - B",,,,
1421, (Wakefield Bronx NY),NA,NA,Charming Wakefield Location!  GREAT XL Two Family-- SUPERB BUY!!!,,,,
1422, (Williamsbridge),NA,NA,A FRESH NEW TWIST! Newly Renovated Two Family -- ALL LUXURY!!!,,,,
1423, (Wakefield),NA,NA,The IDEAL Location - Wakefield! FULLY Renovated Two Family- Super DEAL,,,,
1424, (Wakefield Bronx NY),NA,NA,Wakefield -- Breathtaking & Fully Updated 2 Family- WALK - IN Finished,,,,
1425, (Pelham Bay Bronx NY),NA,NA,Pelham Bay Gorgeously Remodeled HUGE >> 2 << Family with Finish Base,,,,
1434, (brooklyn),NA,NA,Midwood Brooklyn Dream House,,,,
1439, (Holliswood),NA,"
                    4br -
                    5050ft2 -
                ",Good Condition Cozy 1 Family House For Sale,,,,
1443, (brooklyn),NA,NA,Canarsie ranch house,,,,
1469, (sop),NA,NA,3 bed 3 bath ozone park,,,,
1475, (sop),NA,NA,your family can thrive in this house,,,,
1492, (Fresh Meadows),NA,"
                    3br -
                ",Beautiful Hi-Ranch For Sale in Fresh Meadows,,,,
1499, (Woodstock),NA,NA,The Finest DEAL! Two Family Upgraded @ a Great Woodstock Location!,,,,
1500, (Fresh Meadows),NA,"
                    3br -
                ",Beautiful Hi-Ranch For Sale in Fresh Meadows,,,,
1507, (Woodstock),NA,NA,The Finest DEAL! Two Family Upgraded @ a Great Woodstock Location!,,,,
1510, (Queens Village),NA,NA,"Queens Village --BIG Value! Brick 3 Family, 4 Units -- TAX ABATEMENT!!!",,,,
1512, (Queens Village  NY),NA,NA,Extremely Large & Most Attractive HUGE *2* family -- Prestigious Pelham,,,,
1513, (TREASURE COAST),NA,NA,")))) LOOKING TO BUY A HOME IN SOUTH FLORIDA ""CLICK HERE"" ((((((((",,,,
1515, (Fresh Meadows),NA,"
                    3br -
                ",Beautiful Hi Ranch House For Sale in Great Area,,,,
1520, (Queens Village),NA,NA,A MONEY MAKER! Q.Village 3 X 3 Families -- 12 Rentable Units - NO TAXES,,,,
1526, (Wakefield),NA,NA,Affordable Elegance! Brick & Remodeled XL 2 Family -- Wakefield Beauty!,,,,
1545, (Queens Village),NA,NA,SPECIAL FIND! 3 Family -- Like New -- Top Investment Opportunity!,,,,
1565, (Rochedale Village),NA,NA,"PRIME Rochedale --DEVINE 1 Family + Fin Basement & Garage -- 5,000 sq ft",,,,
1568, (Laurelton),NA,NA,HURRY (Won't Last!)! GIANT Detach 2 Family  -Like A MANSION -- Laurelto,,,,
1570, (Queens Village),NA,NA,Investors WELCOME! HUGE 3  Family --- AWESOME Location -- 2006 Built!,,,,
1571,NA,NA,NA,"FIXER UPPERS $20,000-49,000",,,,
1572, (Springfield Gardens),NA,NA,Springfield DEAL! Fully Updated Two Family -- JUST PERFECT!!!,,,,
1577, (Jamaica),NA,NA,Right @ Ur fingertips! Click to See This Remodeled One Family -- Jamaic,,,,
1582, (Far Rockaway),NA,NA,Far Rockaway Detach 1 Family --Remodeled -- SUPER DEAL- ONLY $349K!,,,,
1584, (massapequa),NA,NA,Synagogue and 2 Houses for Sale,,,,
1586, (TUDOR WOODS),NA,NA,"-------------------- NORTH YONKERS CO-OP ----- 2 BR 1.5 BA 1,200 SF",,,,
1587, (TUDOR WOODS),NA,NA,-------------------- NORTH YONKERS CO-OP ----- 1 BR 1 BA 850 SF,,,,
1594, (TUDOR WOODS),NA,NA,"-------------------- NORTH YONKERS CO-OP ----- 2 BR 1.5 BA 1,200 SF",,,,
1599, (Jamaica),NA,NA,A M a s t e r p I e c e! Jamaica Gorgeously Built (2015)  Two Family T,,,,
1600, (Far Rockaway),NA,NA,Far Rockaway Detach 1 Family --Remodeled -- SUPER DEAL- ONLY $349K!,,,,
1607, (Bronx),NA,NA,Multi Family Homes For Sale,,,,
1611, (Springfield Gardens),NA,NA,This Deal Is PERFECT! Springfield Rejuvenate **2** Family -- ONLY $649,,,,
1613, (Kensington / Midwood),NA,"
                    124000ft2 -
                ",OFF MARKET SALE MAJOR INVESTMENT PROPERTY OFFICE / RETAIL BUILDING,,,,
1614, (Kensington / Midwood),NA,"
                    124000ft2 -
                ",OFF MARKET SALE MAJOR INVESTMENT PROPERTY OFFICE / RETAIL BUILDING,,,,
1616, (Westchester Village),NA,NA,AN AMAZING DEAL!!! Westchester Village  2 Family Mint Condition -- won',,,,
1618, (Jamaica),NA,NA,Right @ Ur fingertips! Click to See This NEW *2* Family  on a Generous,,,,
1627, (Soundview),NA,NA,One Family In Soundview - GREAT Property -- GREAT Deal!,,,,
1630, (Saint Albans),NA,NA,"EXTRA S.P.E.C.I.A.L! Saint Albans, Brick, Beautiful Two Family -- Speci",,,,
1632, (Springfield Gardens),NA,NA,Springfield DEAL! Fully Updated Two Family -- JUST PERFECT!!!,,,,
1633, (Laurelton),NA,NA,"Laurelton - E l e g a n t  & Renovated One Family,  -- SPECIAL & UNIQUE",,,,
1637,NA,NA,"
                    3br -
                ","FIXER UPPERS..GREAT DEALS STARTING AT$20,000",,,,
1638, (Saint Albans),NA,NA,NEW Release! Stunningly Renovated Two Family In Saint Albans -- 40 X 10,,,,
1639,NA,NA,"
                    3br -
                ","FIXER UPPERS..GREAT DEALS STARTING AT$20,000",,,,
1645, (Woodstock),NA,NA,Woodstock -- HISTORIC District Charm! A 100% Revitalized Brick 3 Family,,,,
1646, (Wakefield),NA,NA,Awesome Wakefield Neighborhood! Renovated 2 Family --BIG Value!,,,,
1650, (Wakefield),NA,NA,Wakefield Newly Remodeled 2 Family -- GREAT SIZE --BRICK -- WALK IN Finis,,,,
1651, (Wakefield),NA,NA,SO Much to See! SO Much to LOVE! Wakefield 1 Family -- A WINNER!,,,,
1652, (Wakefield),NA,NA,Wakefield -- AWESOMELY Built NEW 1 Family-- Great Location! ! !,,,,
1653, (Saint Albans),NA,NA,Gorgeously Rejuvenate XXL Two Family Home In The Heart Of Saint Albans,,,,
1654, (Williamsbridge Bronx NY),NA,NA,WOW!  2 Family --Renovated-  Williamsbridge Location- PERFECT Property!,,,,
1655, (Soundview),NA,NA,Are You Ready For This HUGE Soundview 2 Family DEAL?! SUPERIOR DEAL!,,,,
1656, (Wakefield),NA,NA,PLENTY Of Space In THAT NEW Two Family -- H O T - DEAL! ! !,,,,
1657, (Wakefield),NA,NA,Prime Wakefield Recently remodeled Brick 2 family- ONE OF A KIND!,,,,
1658, (Williamsbridge),NA,NA,SPACTACULAR DEAL! Williamsbridge Renovated Two Family- Just GREAT!,,,,
1659, (Williamsbridge),NA,NA,The LATESET Look In Construction! Renovated 2 Family -- Prime Location!,,,,
1660, (Tremont),NA,NA,Don't Pass This One By! NEW Muscular Brick 3 Family -- Tremont !,,,,
1661, (Wakefield),NA,NA,Wakefield -- Artfully Renovated Brick ((2))  Family - WALK - IN Finishe,,,,
1662, (Wakefield),NA,NA,Find It First! Detach Two Family In Wakefield --  Valuable DEAL!!,,,,
1663, (East Tremont),NA,NA,THE BEST DEAL IN TOWN! Renovated 3 Family +  2 Stores - East Tremont !,,,,
1664, (Woodstock Bronx NY),NA,NA,Woodstock Two Family --PERFECT Starter Home - GREAT Deal!!!,,,,
1665, (Wakefield),NA,NA,A Lifetime Opportunity! Wakefield 2 Family -- Very Affordable!!!,,,,
1666, (Queens Village),NA,NA,A MONEY MAKER! Q.Village 3 X 3 Families -- 12 Rentable Units - NO TAXES,,,,
1667, (Allerton),NA,NA,Remodeled JUMBO & DETACH 2 Family- Endless Yard Space - PRIME Allerton,,,,
1668, (Fordham Heights),NA,NA,Fordham Heights Renovated 3 Family--Best Opportunity To Live Rent FREE!,,,,
1669, (Soundview Bronx NY),NA,NA,One Family In Soundview - GREAT Property -- GREAT Deal!,,,,
1670, (Wakefield),NA,NA,Like a Countryside Retreat! New XL 2 Family- Wakefield Beauty!,,,,
1671, (Throgs Neck),NA,NA,Throgs Neck -- a True Classic! Renovated One Family+ Walk-In Basement!!,,,,
1672, (Williamsbridge),NA,NA,Luxury For Less!!! Inexpensive Brick Two Family -- HOT FIND!,,,,
1673, (Throgs Neck),NA,NA,Move In Ready! Throgs Neck- HUGE Brick & Remodeled 1 Family w/ Basemen,,,,
1676, (Pelham Bay Bronx NY),NA,NA,Extremely Large & Most Attractive HUGE *2* family -- Prestigious Pelham,,,,
1677, (Wakefield Bronx NY),NA,NA,FANTASTIC DEAL- Brand NEW 1 Family Home w/ Everything - Wakefield!!!,,,,
1678, (Bedford Park Bronx NY),NA,NA,BEST Bedford Park Location- A Beautiful Remodel .2. Famil,,,,
1680, (Westchester Village),NA,NA,Westchester Village  2  Family --Fantastic Layout -- GREAT Condition!!!,,,,
1681, (Baychester  Bronx NY),NA,NA,Baychester - FANTASTIC HOUSE! Renovated 2 Family -- Superspecial Find!!,,,,
1682, (Wakefield),NA,NA,Prime Wakefield Recently remodeled Brick 2 family- ONE OF A KIND!,,,,
1683, (Woodstock Bronx NY),NA,NA,BEST Woodstock Location- A Beautiful Remodel .2. Family--,,,,
1684, (Laconia),NA,NA,One Family In Laconia - GREAT Property -- 100% Brick -GREAT Deal!,,,,
1685, (Wakefield Bronx NY),NA,NA,Fasten Your Seatbelt! Wakefield 2 Family Beautifully Renovated + WALK-,,,,
1686, (Morrisania Bronx NY),NA,NA,BEST Morrisania Location- A Beautiful Remodel .1. Family,,,,
1687, (Morrisania Bronx NY),NA,NA,"Revitalized 1 Family- Morrisania Location, A Treasure DEAL --ONLY $379K",,,,
1688, (Throgs Neck Bronx NY),NA,NA,Home Sweet  Home! Attractive & Oversized Brick 1 Family -- Throgs Neck,,,,
1689, (East Tremont),NA,NA,THE ULTIMATE INVESTMENT! 3 Family + Two Stores -- East Tremont!!,,,,
1690, (Pelham Bay),NA,NA,Marvelous Pelham Bay Location! HUGE 2 Family- Renovated ENTIRELY!,,,,
1691, (Wakefield),NA,NA,Wakefield Renovated 2 Family With Timeless Elegance -- GREAT LAYOUT!!!,,,,
1692, (Soundview),NA,NA,Soundview - Renovated XXL THREE Family-- Muscular Brick Exterior!!!,,,,
1693, (Soundview),NA,NA,NEW ARRIVAL! Updated 1 Family In a Great Soundview Section!!,,,,
1696, (Roslyn Heights),NA,"
                    5469ft2 -
                ",Prime Office,,,,
1705, (Bronx),NA,NA,Property For Sale 43 x 100.83,,,,
1707, (Rochedale Village),NA,NA,G o r g e o u s -- Like NEW 2 FAMILY! Brick Exterior- A Rochedale Villa,,,,
1710, (Springfield Gardens),NA,NA,S I Z Z L I N G  F I N D! Springfield Gardens Remodeled 1 Family --2005,,,,
1717, (Bedford Park),NA,NA,Bedford Park Beautifully  Upgraded Two Family -- Full On Charagter!,,,,
1720, (Jamaica),NA,NA,P L E N T Y  Of Space In THAT Jamaica  NEW 2  Family  --2015 BUILT ! !,,,,
1721, (Pelham Bay),NA,NA,For People Who Value! Classy & Renovated 2 Family w/ Everything -- Pelh,,,,
1724, (Springfield Gardens),NA,NA,Springfield Two Family Remodeled To Perfection- Quiet Tree Lined Bloc,,,,
1730, (Jamaica),NA,NA,"IMPRESSIVE! Jamaica Fantastically Built NEW 2 Family, SUPER Large, Su",,,,
1731, (Far Rockaway),NA,NA,Far Rockaway Detach 1 Family --Remodeled -- SUPER DEAL- ONLY $349K!,,,,
1732, (Laurelton),NA,NA,A Laurelton MANSION -- Renovated 2 Family--Everything Is NEW In The Hous,,,,
1733, (South Ozone Park),NA,NA,South Ozone Park  - A Homeowner's DREAM- Renewed 2 Family -- Totally Fa,,,,
1734, (South Ozone Park),NA,NA,JUST IN! South Ozone Park 1 Family + Remodeled --Driveway -- Great DEAL!,,,,
1736, (Cambria Heights),NA,NA,"A - M U S T - S E E ! Fully Updated 1 Family , Cambria Heights -- Absol",,,,
1742, (Jamaica),NA,NA,BINGO! Jamaica Newly Renovated 1 Family -- A Deal That Won't Last- ONLY,,,,
1763, (Cambria Heights),NA,NA,"Step In & See This HUGE & Renovated Two Family -- Sits On a 4,000 Sq Ft",,,,
